wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;2358;845;3203;0.61;0.22;0.84;27;5;22;2849;0;0;10337;3470;6837;30;t00;2023-03-17
dolnoœl¹skie;106;38;144;0.37;0.13;0.50;0;0;0;99;0;0;466;156;310;0;t02;2023-03-17
kujawsko-pomorskie;156;105;261;0.75;0.51;1.26;3;0;3;287;0;0;847;278;558;11;t04;2023-03-17
lubelskie;154;66;220;0.73;0.31;1.05;0;0;0;170;0;0;822;236;585;1;t06;2023-03-17
lubuskie;38;9;47;0.38;0.09;0.47;0;0;0;42;0;0;188;47;141;0;t08;2023-03-17
³ódzkie;164;40;204;0.67;0.16;0.83;6;1;5;253;0;0;616;214;399;3;t10;2023-03-17
ma³opolskie;222;55;277;0.65;0.16;0.81;2;0;2;265;0;0;837;290;545;2;t12;2023-03-17
mazowieckie;380;134;514;0.70;0.25;0.95;4;0;4;371;0;0;1571;547;1021;3;t14;2023-03-17
opolskie;41;23;64;0.42;0.23;0.65;0;0;0;45;0;0;263;70;193;0;t16;2023-03-17
podkarpackie;139;31;170;0.65;0.15;0.80;1;0;1;202;0;0;528;190;338;0;t18;2023-03-17
podlaskie;101;41;142;0.86;0.35;1.21;0;0;0;133;0;0;337;147;189;1;t20;2023-03-17
pomorskie;88;31;119;0.37;0.13;0.51;1;0;1;133;0;0;490;143;346;1;t22;2023-03-17
œl¹skie;225;64;289;0.50;0.14;0.64;2;2;0;289;0;0;1199;326;868;5;t24;2023-03-17
œwiêtokrzyskie;82;33;115;0.67;0.27;0.93;1;0;1;84;0;0;229;121;108;0;t26;2023-03-17
warmiñsko-mazurskie;87;49;136;0.61;0.34;0.96;1;0;1;155;0;0;546;160;386;0;t28;2023-03-17
wielkopolskie;194;66;260;0.55;0.19;0.74;5;2;3;145;0;0;575;279;294;2;t30;2023-03-17
zachodniopomorskie;146;56;202;0.86;0.33;1.19;1;0;1;176;0;0;500;208;292;0;t32;2023-03-17
