wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;9073;2.37;273;44;229;14737;4363;153920;54077;9787;43480;810;t00;2021-02-17
dolnoœl¹skie;544;1.88;6;2;4;925;176;7954;3907;578;3300;29;t02;2021-02-17
kujawsko-pomorskie;762;3.68;30;4;26;1064;352;10455;3556;823;2678;55;t04;2021-02-17
lubelskie;326;1.55;18;1;17;610;221;6280;2388;343;1994;51;t06;2021-02-17
lubuskie;384;3.80;4;4;0;444;140;5043;1775;404;1353;18;t08;2021-02-17
³ódzkie;311;1.27;14;4;10;722;224;8549;2955;348;2546;61;t10;2021-02-17
ma³opolskie;427;1.25;11;7;4;807;211;7566;3169;451;2676;42;t12;2021-02-17
mazowieckie;1633;3.01;53;11;42;2691;662;30338;8680;1792;6712;176;t14;2021-02-17
opolskie;160;1.63;6;0;6;223;60;2499;1329;174;1145;10;t16;2021-02-17
podkarpackie;487;2.29;16;0;16;675;179;7237;2636;546;2076;14;t18;2021-02-17
podlaskie;265;2.25;15;0;15;457;221;5098;1380;292;1077;11;t20;2021-02-17
pomorskie;807;3.44;33;5;28;1224;423;15047;3514;852;2597;65;t22;2021-02-17
œl¹skie;725;1.61;23;1;22;1438;393;11984;5866;796;4967;103;t24;2021-02-17
œwiêtokrzyskie;201;1.63;10;2;8;286;72;2313;1507;221;1249;37;t26;2021-02-17
warmiñsko-mazurskie;774;5.45;10;3;7;1143;471;12186;2257;803;1419;35;t28;2021-02-17
wielkopolskie;709;2.03;18;0;18;1289;273;13433;4011;757;3206;48;t30;2021-02-17
zachodniopomorskie;428;2.53;6;0;6;730;240;7925;2440;464;1940;36;t32;2021-02-17
