wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;86;0.02;6;3;3;1614;114;92902;41643;131;41428;84;t00;2021-07-13
dolnoœl¹skie;5;0.02;2;2;0;115;5;7983;2639;8;2623;8;t02;2021-07-13
kujawsko-pomorskie;0;0;1;1;0;65;9;2610;1909;0;1905;4;t04;2021-07-13
lubelskie;7;0.03;0;0;0;95;4;7466;1872;8;1859;5;t06;2021-07-13
lubuskie;0;0;0;0;0;38;0;2350;1056;1;1054;1;t08;2021-07-13
³ódzkie;10;0.04;0;0;0;195;18;6931;3193;20;3161;12;t10;2021-07-13
ma³opolskie;7;0.02;0;0;0;123;3;6237;3016;9;3001;6;t12;2021-07-13
mazowieckie;7;0.01;0;0;0;279;11;24385;5876;14;5845;17;t14;2021-07-13
opolskie;1;0.01;0;0;0;12;1;2093;908;3;902;3;t16;2021-07-13
podkarpackie;2;0.01;0;0;0;67;2;2985;2204;2;2202;0;t18;2021-07-13
podlaskie;3;0.03;1;0;1;32;3;1926;960;6;953;1;t20;2021-07-13
pomorskie;8;0.03;0;0;0;114;10;5062;2537;10;2524;3;t22;2021-07-13
œl¹skie;7;0.02;0;0;0;180;7;7999;4666;9;4648;9;t24;2021-07-13
œwiêtokrzyskie;3;0.02;0;0;0;33;16;1696;1302;8;1292;2;t26;2021-07-13
warmiñsko-mazurskie;4;0.03;0;0;0;45;4;1755;1286;4;1280;2;t28;2021-07-13
wielkopolskie;15;0.04;1;0;1;124;8;8220;2833;20;2809;4;t30;2021-07-13
zachodniopomorskie;4;0.02;1;0;1;95;12;3168;1825;6;1815;4;t32;2021-07-13
