wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;382;38;420;0.10;0.01;0.11;16;3;13;852;29;0;9770;491;9238;41;t00;2022-05-23
dolnoœl¹skie;27;4;31;0.09;0.01;0.11;1;0;1;65;0;0;431;40;391;0;t02;2022-05-23
kujawsko-pomorskie;18;3;21;0.09;0.01;0.10;0;0;0;36;2;0;328;24;294;10;t04;2022-05-23
lubelskie;29;2;31;0.14;0.01;0.15;0;0;0;43;6;0;716;35;681;0;t06;2022-05-23
lubuskie;4;0;4;0.04;0;0.04;0;0;0;13;0;0;195;5;189;1;t08;2022-05-23
³ódzkie;20;3;23;0.08;0.01;0.09;0;0;0;51;0;0;386;28;356;2;t10;2022-05-23
ma³opolskie;23;1;24;0.07;0.00;0.07;2;1;1;107;0;0;873;29;832;12;t12;2022-05-23
mazowieckie;85;5;90;0.16;0.01;0.17;1;1;0;152;1;0;1913;104;1805;4;t14;2022-05-23
opolskie;4;1;5;0.04;0.01;0.05;4;0;4;8;1;0;218;7;211;0;t16;2022-05-23
podkarpackie;15;3;18;0.07;0.01;0.08;1;0;1;35;3;0;604;26;578;0;t18;2022-05-23
podlaskie;14;3;17;0.12;0.03;0.14;0;0;0;41;5;0;342;19;323;0;t20;2022-05-23
pomorskie;23;2;25;0.10;0.01;0.11;0;0;0;63;0;0;558;29;528;1;t22;2022-05-23
œl¹skie;47;3;50;0.10;0.01;0.11;1;0;1;102;6;0;851;54;793;4;t24;2022-05-23
œwiêtokrzyskie;17;2;19;0.14;0.02;0.15;0;0;0;33;3;0;338;22;315;1;t26;2022-05-23
warmiñsko-mazurskie;8;3;11;0.06;0.02;0.08;4;1;3;30;0;0;520;12;508;0;t28;2022-05-23
wielkopolskie;16;1;17;0.05;0.00;0.05;1;0;1;38;1;0;419;20;399;0;t30;2022-05-23
zachodniopomorskie;16;2;18;0.09;0.01;0.11;1;0;1;35;1;0;349;18;327;4;t32;2022-05-23
