wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;6310;1.65;247;47;200;26735;5490;161407;41975;7056;34342;577;t00;2021-02-22
dolnoœl¹skie;348;1.20;11;6;5;1709;330;8330;2899;402;2462;35;t02;2021-02-22
kujawsko-pomorskie;453;2.19;20;1;19;1950;421;10146;2928;499;2391;38;t04;2021-02-22
lubelskie;328;1.56;20;0;20;1133;261;7019;1971;355;1597;19;t06;2021-02-22
lubuskie;145;1.44;1;1;0;930;189;5214;1054;165;873;16;t08;2021-02-22
³ódzkie;401;1.64;9;0;9;1358;243;8287;2977;447;2463;67;t10;2021-02-22
ma³opolskie;293;0.86;31;12;19;1456;221;8518;2528;315;2187;26;t12;2021-02-22
mazowieckie;1028;1.89;43;10;33;4612;1006;32813;5625;1166;4345;114;t14;2021-02-22
opolskie;73;0.74;5;1;4;363;87;2542;1047;85;954;8;t16;2021-02-22
podkarpackie;253;1.19;8;2;6;1311;243;8472;1780;310;1460;10;t18;2021-02-22
podlaskie;193;1.64;4;0;4;895;155;5222;1023;213;796;14;t20;2021-02-22
pomorskie;515;2.19;22;1;21;2275;732;16476;2916;553;2282;81;t22;2021-02-22
œl¹skie;461;1.02;40;10;30;2663;479;12732;3786;531;3211;44;t24;2021-02-22
œwiêtokrzyskie;119;0.97;0;0;0;545;92;2413;1353;141;1184;28;t26;2021-02-22
warmiñsko-mazurskie;725;5.10;11;2;9;1982;247;12161;2213;754;1437;22;t28;2021-02-22
wielkopolskie;450;1.29;14;1;13;2332;510;13188;3249;519;2709;21;t30;2021-02-22
zachodniopomorskie;330;1.95;8;0;8;1194;211;7850;2022;381;1623;18;t32;2021-02-22
