wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;24856;6.48;749;193;556;32893;36284;430830;105019;26360;76723;1936;t00;2021-04-09
dolnoœl¹skie;2459;8.48;50;34;16;2757;3503;38628;8346;2610;5633;103;t02;2021-04-09
kujawsko-pomorskie;1189;5.75;54;8;46;1861;1808;19547;5302;1263;3943;96;t04;2021-04-09
lubelskie;1172;5.57;56;6;50;1656;1324;16199;5391;1233;4094;64;t06;2021-04-09
lubuskie;577;5.71;17;8;9;830;966;10794;2478;611;1819;48;t08;2021-04-09
³ódzkie;1671;6.82;61;6;55;2357;2337;27590;6987;1805;5126;56;t10;2021-04-09
ma³opolskie;2135;6.25;50;33;17;2745;3285;37629;8582;2231;6084;267;t12;2021-04-09
mazowieckie;3235;5.96;98;22;76;4044;4927;68930;13843;3446;10112;285;t14;2021-04-09
opolskie;734;7.48;12;2;10;759;914;9493;2925;781;2113;31;t16;2021-04-09
podkarpackie;1088;5.12;57;12;45;1345;1419;20604;4378;1160;3158;60;t18;2021-04-09
podlaskie;507;4.31;28;2;26;711;542;7521;2204;533;1650;21;t20;2021-04-09
pomorskie;1214;5.17;42;4;38;1564;1939;24028;5774;1295;4360;119;t22;2021-04-09
œl¹skie;3686;8.18;105;21;84;5088;6202;63799;12439;3870;8221;348;t24;2021-04-09
œwiêtokrzyskie;721;5.86;27;5;22;1002;904;12337;3238;810;2277;151;t26;2021-04-09
warmiñsko-mazurskie;702;4.94;22;6;16;1076;867;10766;3438;739;2646;53;t28;2021-04-09
wielkopolskie;2530;7.23;51;23;28;3676;3989;47924;8638;2620;5920;98;t30;2021-04-09
zachodniopomorskie;1008;5.95;19;1;18;1398;1231;14935;4329;1105;3137;87;t32;2021-04-09
