wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;6422;1.67;9;3;6;612;10559;153577;55752;7305;47693;754;t00;2022-01-02
dolnoœl¹skie;466;1.61;1;1;0;70;1092;12534;3035;519;2480;36;t02;2022-01-02
kujawsko-pomorskie;260;1.26;2;0;2;52;440;7747;2635;296;2305;34;t04;2022-01-02
lubelskie;180;0.86;0;0;0;50;257;5078;2179;203;1965;11;t06;2022-01-02
lubuskie;150;1.48;0;0;0;9;319;4775;1265;173;1076;16;t08;2022-01-02
³ódzkie;273;1.11;0;0;0;28;688;9222;2963;326;2618;19;t10;2022-01-02
ma³opolskie;980;2.87;2;2;0;26;891;14845;6612;1091;5316;205;t12;2022-01-02
mazowieckie;969;1.79;1;0;1;95;1539;24313;8349;1123;7125;101;t14;2022-01-02
opolskie;234;2.39;0;0;0;10;390;4850;1293;264;1012;17;t16;2022-01-02
podkarpackie;246;1.16;0;0;0;39;391;6559;2728;286;2403;39;t18;2022-01-02
podlaskie;104;0.88;0;0;0;7;124;2393;1196;116;1075;5;t20;2022-01-02
pomorskie;469;2.00;2;0;2;42;582;10861;4368;541;3770;57;t22;2022-01-02
œl¹skie;815;1.81;0;0;0;72;1309;17844;6329;938;5288;103;t24;2022-01-02
œwiêtokrzyskie;146;1.19;0;0;0;19;319;3858;1497;180;1295;22;t26;2022-01-02
warmiñsko-mazurskie;145;1.02;1;0;1;5;393;4850;1472;164;1300;8;t28;2022-01-02
wielkopolskie;563;1.61;0;0;0;68;1117;15952;4263;622;3594;47;t30;2022-01-02
zachodniopomorskie;339;2.00;0;0;0;20;659;7860;2704;368;2313;23;t32;2022-01-02
