wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;341;0.09;68;19;49;3097;730;56809;54667;513;53959;195;t00;2021-06-10
dolnoœl¹skie;29;0.10;4;4;0;243;67;4151;4154;53;4084;17;t02;2021-06-10
kujawsko-pomorskie;13;0.06;6;1;5;171;23;1661;2477;16;2453;8;t04;2021-06-10
lubelskie;30;0.14;2;1;1;171;48;2479;2342;34;2303;5;t06;2021-06-10
lubuskie;4;0.04;1;1;0;74;4;1296;1430;4;1424;2;t08;2021-06-10
³ódzkie;29;0.12;3;0;3;299;70;4475;3773;47;3713;13;t10;2021-06-10
ma³opolskie;26;0.08;8;3;5;210;65;3430;3809;32;3759;18;t12;2021-06-10
mazowieckie;54;0.10;13;2;11;482;98;18988;9051;71;8947;33;t14;2021-06-10
opolskie;5;0.05;0;0;0;88;30;1442;1184;9;1171;4;t16;2021-06-10
podkarpackie;17;0.08;0;0;0;113;15;1381;2508;67;2425;16;t18;2021-06-10
podlaskie;9;0.08;2;0;2;60;25;879;1213;12;1199;2;t20;2021-06-10
pomorskie;19;0.08;2;1;1;210;33;3049;3707;22;3667;18;t22;2021-06-10
œl¹skie;36;0.08;2;0;2;360;101;4302;5957;55;5875;27;t24;2021-06-10
œwiêtokrzyskie;5;0.04;6;2;4;73;15;1105;1513;8;1495;10;t26;2021-06-10
warmiñsko-mazurskie;9;0.06;4;0;4;89;15;993;1502;13;1486;3;t28;2021-06-10
wielkopolskie;33;0.09;10;4;6;298;81;5040;4057;42;4006;9;t30;2021-06-10
zachodniopomorskie;15;0.09;5;0;5;148;36;2119;2093;18;2067;8;t32;2021-06-10
