wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;218;0.06;46;13;33;2772;446;61041;51409;306;50926;177;t00;2021-06-16
dolnoœl¹skie;24;0.08;5;5;0;229;43;4148;3335;31;3294;10;t02;2021-06-16
kujawsko-pomorskie;10;0.05;1;0;1;142;18;1500;2063;14;2043;6;t04;2021-06-16
lubelskie;12;0.06;3;1;2;169;40;4860;2286;16;2265;5;t06;2021-06-16
lubuskie;5;0.05;2;1;1;46;13;1248;1328;5;1320;3;t08;2021-06-16
³ódzkie;13;0.05;3;1;2;337;49;4755;3756;20;3717;19;t10;2021-06-16
ma³opolskie;15;0.04;2;1;1;197;34;3191;3815;22;3779;14;t12;2021-06-16
mazowieckie;30;0.06;9;0;9;445;61;22532;8120;39;8037;44;t14;2021-06-16
opolskie;5;0.05;1;0;1;48;19;1189;1115;12;1097;6;t16;2021-06-16
podkarpackie;7;0.03;2;0;2;99;11;1426;2231;15;2212;4;t18;2021-06-16
podlaskie;5;0.04;1;0;1;58;9;789;1070;7;1061;2;t20;2021-06-16
pomorskie;10;0.04;3;0;3;168;17;2892;3410;16;3381;13;t22;2021-06-16
œl¹skie;24;0.05;5;1;4;325;41;3812;5997;37;5945;15;t24;2021-06-16
œwiêtokrzyskie;9;0.07;2;1;1;53;16;1788;1394;10;1379;5;t26;2021-06-16
warmiñsko-mazurskie;4;0.03;1;0;1;83;18;955;1398;7;1387;4;t28;2021-06-16
wielkopolskie;19;0.05;6;2;4;205;37;4050;3864;26;3819;19;t30;2021-06-16
zachodniopomorskie;16;0.09;0;0;0;166;19;1880;2325;19;2301;5;t32;2021-06-16
