wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;476;0.12;0;0;0;280;350;68974;30754;544;30135;75;t00;2021-09-11
dolnoœl¹skie;30;0.10;0;0;0;6;19;5612;1561;33;1526;2;t02;2021-09-11
kujawsko-pomorskie;18;0.09;0;0;0;12;14;2143;1126;23;1100;3;t04;2021-09-11
lubelskie;48;0.23;0;0;0;23;34;3919;1524;54;1468;2;t06;2021-09-11
lubuskie;12;0.12;0;0;0;3;5;1839;623;14;608;1;t08;2021-09-11
³ódzkie;45;0.18;0;0;0;8;29;5223;2042;55;1983;4;t10;2021-09-11
ma³opolskie;51;0.15;0;0;0;26;33;3838;3162;56;3099;7;t12;2021-09-11
mazowieckie;63;0.12;0;0;0;82;52;21634;4252;75;4148;29;t14;2021-09-11
opolskie;14;0.14;0;0;0;0;8;1622;683;15;667;1;t16;2021-09-11
podkarpackie;33;0.16;0;0;0;61;31;1876;2128;37;2088;3;t18;2021-09-11
podlaskie;22;0.19;0;0;0;8;21;1820;814;24;789;1;t20;2021-09-11
pomorskie;17;0.07;0;0;0;4;16;3781;1712;20;1688;4;t22;2021-09-11
œl¹skie;29;0.06;0;0;0;2;35;4833;3122;37;3078;7;t24;2021-09-11
œwiêtokrzyskie;9;0.07;0;0;0;1;6;994;938;10;927;1;t26;2021-09-11
warmiñsko-mazurskie;5;0.04;0;0;0;5;10;1288;774;6;768;0;t28;2021-09-11
wielkopolskie;39;0.11;0;0;0;26;19;5675;2010;41;1962;7;t30;2021-09-11
zachodniopomorskie;28;0.17;0;0;0;12;16;2855;1285;31;1252;2;t32;2021-09-11
