wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;8;4;12;0.00;0.00;0.00;0;0;0;27;0;0;802;13;789;0;t00;2023-07-20
dolnoœl¹skie;0;0;0;0;0;0;0;0;0;1;0;0;10;0;10;0;t02;2023-07-20
kujawsko-pomorskie;1;1;2;0.00;0.00;0.01;0;0;0;2;0;0;17;2;15;0;t04;2023-07-20
lubelskie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;7;1;6;0;t06;2023-07-20
lubuskie;1;0;1;0.01;0;0.01;0;0;0;1;0;0;4;1;3;0;t08;2023-07-20
³ódzkie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;16;1;15;0;t10;2023-07-20
ma³opolskie;0;0;0;0;0;0;0;0;0;3;0;0;11;0;11;0;t12;2023-07-20
mazowieckie;0;1;1;0;0.00;0.00;0;0;0;6;0;0;328;1;327;0;t14;2023-07-20
opolskie;0;0;0;0;0;0;0;0;0;0;0;0;18;0;18;0;t16;2023-07-20
podkarpackie;0;0;0;0;0;0;0;0;0;2;0;0;9;0;9;0;t18;2023-07-20
podlaskie;1;0;1;0.01;0;0.01;0;0;0;1;0;0;59;2;57;0;t20;2023-07-20
pomorskie;0;1;1;0;0.00;0.00;0;0;0;2;0;0;11;1;10;0;t22;2023-07-20
œl¹skie;1;1;2;0.00;0.00;0.00;0;0;0;4;0;0;28;2;26;0;t24;2023-07-20
œwiêtokrzyskie;1;0;1;0.01;0;0.01;0;0;0;2;0;0;6;1;5;0;t26;2023-07-20
warmiñsko-mazurskie;0;0;0;0;0;0;0;0;0;0;0;0;167;0;167;0;t28;2023-07-20
wielkopolskie;1;0;1;0.00;0;0.00;0;0;0;1;0;0;20;1;19;0;t30;2023-07-20
zachodniopomorskie;0;0;0;0;0;0;0;0;0;2;0;0;17;0;17;0;t32;2023-07-20
