wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;390;0.10;7;2;5;2387;240;51690;39273;486;38725;62;t00;2021-09-01
dolnoœl¹skie;19;0.07;1;0;1;148;18;4886;2398;24;2369;5;t02;2021-09-01
kujawsko-pomorskie;17;0.08;0;0;0;114;9;1546;1509;25;1477;7;t04;2021-09-01
lubelskie;40;0.19;1;0;1;126;6;2578;1803;45;1757;1;t06;2021-09-01
lubuskie;4;0.04;0;0;0;53;4;1197;1080;5;1071;4;t08;2021-09-01
³ódzkie;35;0.14;2;0;2;149;15;3617;2755;42;2711;2;t10;2021-09-01
ma³opolskie;58;0.17;1;1;0;218;30;3396;3198;61;3133;4;t12;2021-09-01
mazowieckie;47;0.09;1;1;0;411;45;15257;5366;55;5306;5;t14;2021-09-01
opolskie;10;0.10;0;0;0;42;5;1262;837;10;827;0;t16;2021-09-01
podkarpackie;17;0.08;0;0;0;120;16;1517;2287;25;2259;3;t18;2021-09-01
podlaskie;11;0.09;0;0;0;103;9;1223;1025;11;1007;7;t20;2021-09-01
pomorskie;21;0.09;0;0;0;174;19;2903;2290;24;2264;2;t22;2021-09-01
œl¹skie;27;0.06;1;0;1;270;33;4443;4117;33;4076;8;t24;2021-09-01
œwiêtokrzyskie;10;0.08;0;0;0;56;1;747;1149;11;1136;2;t26;2021-09-01
warmiñsko-mazurskie;8;0.06;0;0;0;65;6;1003;1467;8;1459;0;t28;2021-09-01
wielkopolskie;40;0.11;0;0;0;229;12;4199;2597;73;2519;5;t30;2021-09-01
zachodniopomorskie;22;0.13;0;0;0;101;11;1887;1653;30;1618;5;t32;2021-09-01
