wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;46;7;53;0.01;0.00;0.01;0;0;0;2;0;0;1306;65;1241;0;t00;2023-01-29
dolnoœl¹skie;3;0;3;0.01;0;0.01;0;0;0;0;0;0;11;3;8;0;t02;2023-01-29
kujawsko-pomorskie;8;0;8;0.04;0;0.04;0;0;0;0;0;0;24;8;16;0;t04;2023-01-29
lubelskie;0;0;0;0;0;0;0;0;0;0;0;0;212;1;211;0;t06;2023-01-29
lubuskie;2;1;3;0.02;0.01;0.03;0;0;0;0;0;0;20;3;17;0;t08;2023-01-29
³ódzkie;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;t10;2023-01-29
ma³opolskie;4;0;4;0.01;0;0.01;0;0;0;1;0;0;167;5;162;0;t12;2023-01-29
mazowieckie;5;1;6;0.01;0.00;0.01;0;0;0;1;0;0;341;8;333;0;t14;2023-01-29
opolskie;1;1;2;0.01;0.01;0.02;0;0;0;0;0;0;33;4;29;0;t16;2023-01-29
podkarpackie;8;0;8;0.04;0;0.04;0;0;0;0;0;0;95;9;86;0;t18;2023-01-29
podlaskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;23;1;22;0;t20;2023-01-29
pomorskie;4;0;4;0.02;0;0.02;0;0;0;0;0;0;23;4;19;0;t22;2023-01-29
œl¹skie;0;0;0;0;0;0;0;0;0;0;0;0;55;0;55;0;t24;2023-01-29
œwiêtokrzyskie;0;1;1;0;0.01;0.01;0;0;0;0;0;0;57;2;55;0;t26;2023-01-29
warmiñsko-mazurskie;1;1;2;0.01;0.01;0.01;0;0;0;0;0;0;38;2;36;0;t28;2023-01-29
wielkopolskie;4;1;5;0.01;0.00;0.01;0;0;0;0;0;0;55;6;49;0;t30;2023-01-29
zachodniopomorskie;2;0;2;0.01;0;0.01;0;0;0;0;0;0;37;2;35;0;t32;2023-01-29
