wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;14910;3.89;638;158;480;56127;19284;414373;90901;16550;73297;1054;t00;2021-04-06
dolnoœl¹skie;1434;4.95;54;36;18;4601;2059;36169;6568;1567;4923;78;t02;2021-04-06
kujawsko-pomorskie;776;3.75;63;4;59;3154;842;19172;4481;855;3563;63;t04;2021-04-06
lubelskie;911;4.33;42;8;34;2794;473;15085;4763;976;3745;42;t06;2021-04-06
lubuskie;251;2.48;7;3;4;1460;664;10691;2699;277;2401;21;t08;2021-04-06
³ódzkie;1093;4.46;20;4;16;3991;1122;25544;6140;1214;4865;61;t10;2021-04-06
ma³opolskie;1221;3.58;101;55;46;4375;1726;36321;8213;1305;6800;108;t12;2021-04-06
mazowieckie;2157;3.97;63;10;53;6379;3136;68167;10287;2455;7637;195;t14;2021-04-06
opolskie;256;2.61;16;1;15;1375;508;8812;3194;292;2897;5;t16;2021-04-06
podkarpackie;482;2.27;34;3;31;2519;728;20391;3606;537;3036;33;t18;2021-04-06
podlaskie;277;2.35;11;1;10;1283;248;7164;1805;314;1480;11;t20;2021-04-06
pomorskie;730;3.11;28;5;23;2628;1194;23264;7607;878;6638;91;t22;2021-04-06
œl¹skie;1863;4.13;105;19;86;8966;3165;61542;9142;2130;6879;133;t24;2021-04-06
œwiêtokrzyskie;485;3.94;37;2;35;1781;485;11707;2367;535;1776;56;t26;2021-04-06
warmiñsko-mazurskie;532;3.75;30;2;28;1943;350;10805;3069;573;2477;19;t28;2021-04-06
wielkopolskie;1476;4.22;20;5;15;6603;1743;45668;7384;1575;5772;37;t30;2021-04-06
zachodniopomorskie;704;4.16;7;0;7;2241;783;13803;3888;788;3030;70;t32;2021-04-06
