wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;917;0.24;20;7;13;5125;716;87812;42352;1037;41240;75;t00;2021-09-24
dolnoœl¹skie;47;0.16;0;0;0;337;59;6288;2510;56;2450;4;t02;2021-09-24
kujawsko-pomorskie;36;0.17;2;1;1;223;24;2572;2118;49;2057;12;t04;2021-09-24
lubelskie;143;0.68;2;1;1;518;124;7329;2772;152;2613;7;t06;2021-09-24
lubuskie;5;0.05;0;0;0;93;16;2366;971;5;963;3;t08;2021-09-24
³ódzkie;46;0.19;1;1;0;331;35;7282;3057;56;2998;3;t10;2021-09-24
ma³opolskie;72;0.21;1;0;1;380;58;4612;3264;86;3171;7;t12;2021-09-24
mazowieckie;158;0.29;3;1;2;867;84;27136;6011;173;5826;12;t14;2021-09-24
opolskie;8;0.08;0;0;0;93;15;1954;766;8;758;0;t16;2021-09-24
podkarpackie;85;0.40;2;1;1;223;56;2551;2472;93;2372;7;t18;2021-09-24
podlaskie;66;0.56;0;0;0;222;35;2412;1102;74;1025;3;t20;2021-09-24
pomorskie;29;0.12;1;0;1;297;44;4433;2608;33;2571;4;t22;2021-09-24
œl¹skie;73;0.16;2;0;2;487;45;5391;4391;80;4308;3;t24;2021-09-24
œwiêtokrzyskie;2;0.02;0;0;0;90;15;1442;1201;2;1198;1;t26;2021-09-24
warmiñsko-mazurskie;43;0.30;1;1;0;200;18;1856;1473;47;1423;3;t28;2021-09-24
wielkopolskie;35;0.10;2;0;2;464;31;6349;2547;39;2504;4;t30;2021-09-24
zachodniopomorskie;60;0.35;3;1;2;288;53;3812;1979;71;1906;2;t32;2021-09-24
