wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;93;0.02;14;1;13;1407;136;88628;36801;137;36587;77;t00;2021-07-15
dolnoœl¹skie;7;0.02;0;0;0;112;6;7790;2522;12;2506;4;t02;2021-07-15
kujawsko-pomorskie;3;0.01;0;0;0;59;6;2412;1492;4;1482;6;t04;2021-07-15
lubelskie;4;0.02;1;0;1;82;9;7369;1741;6;1734;1;t06;2021-07-15
lubuskie;1;0.01;0;0;0;24;1;2220;890;3;887;0;t08;2021-07-15
³ódzkie;3;0.01;0;0;0;228;28;6582;2515;7;2501;7;t10;2021-07-15
ma³opolskie;4;0.01;0;0;0;83;8;5681;3054;6;3042;6;t12;2021-07-15
mazowieckie;14;0.03;6;0;6;218;12;23900;5358;17;5324;17;t14;2021-07-15
opolskie;1;0.01;0;0;0;25;4;2104;770;2;767;1;t16;2021-07-15
podkarpackie;3;0.01;0;0;0;58;2;2948;2012;7;2003;2;t18;2021-07-15
podlaskie;9;0.08;0;0;0;37;7;1939;854;14;839;1;t20;2021-07-15
pomorskie;5;0.02;1;0;1;83;5;4782;2076;8;2060;8;t22;2021-07-15
œl¹skie;9;0.02;1;0;1;134;15;7063;4003;12;3984;7;t24;2021-07-15
œwiêtokrzyskie;2;0.02;1;0;1;24;5;1552;991;3;985;3;t26;2021-07-15
warmiñsko-mazurskie;3;0.02;2;0;2;61;7;1646;1034;4;1028;2;t28;2021-07-15
wielkopolskie;13;0.04;2;1;1;125;13;7629;2469;19;2441;9;t30;2021-07-15
zachodniopomorskie;7;0.04;0;0;0;49;7;2971;1477;8;1469;0;t32;2021-07-15
