wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;15;9;24;0.00;0.00;0.01;0;0;0;83;0;0;556;25;531;0;t00;2024-05-28
dolnoœl¹skie;1;1;2;0.00;0.00;0.01;0;0;0;9;0;0;19;2;17;0;t02;2024-05-28
kujawsko-pomorskie;1;1;2;0.00;0.00;0.01;0;0;0;6;0;0;28;2;26;0;t04;2024-05-28
lubelskie;0;0;0;0;0;0;0;0;0;4;0;0;24;0;24;0;t06;2024-05-28
lubuskie;0;0;0;0;0;0;0;0;0;1;0;0;3;0;3;0;t08;2024-05-28
³ódzkie;1;0;1;0.00;0;0.00;0;0;0;4;0;0;7;1;6;0;t10;2024-05-28
ma³opolskie;0;0;0;0;0;0;0;0;0;6;0;0;15;0;15;0;t12;2024-05-28
mazowieckie;3;1;4;0.01;0.00;0.01;0;0;0;13;0;0;283;4;279;0;t14;2024-05-28
opolskie;1;0;1;0.01;0;0.01;0;0;0;1;0;0;34;1;33;0;t16;2024-05-28
podkarpackie;2;0;2;0.01;0;0.01;0;0;0;7;0;0;11;2;9;0;t18;2024-05-28
podlaskie;0;1;1;0;0.01;0.01;0;0;0;3;0;0;14;1;13;0;t20;2024-05-28
pomorskie;1;0;1;0.00;0;0.00;0;0;0;5;0;0;15;1;14;0;t22;2024-05-28
œl¹skie;2;2;4;0.00;0.00;0.01;0;0;0;11;0;0;31;4;27;0;t24;2024-05-28
œwiêtokrzyskie;0;0;0;0;0;0;0;0;0;2;0;0;2;0;2;0;t26;2024-05-28
warmiñsko-mazurskie;0;1;1;0;0.01;0.01;0;0;0;6;0;0;15;1;14;0;t28;2024-05-28
wielkopolskie;1;1;2;0.00;0.00;0.01;0;0;0;1;0;0;9;2;7;0;t30;2024-05-28
zachodniopomorskie;1;1;2;0.01;0.01;0.01;0;0;0;4;0;0;20;3;17;0;t32;2024-05-28
