wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;6252;1.63;16;5;11;421;20338;289150;38390;7027;30865;498;t00;2021-12-25
dolnoœl¹skie;458;1.58;2;2;0;17;1916;21779;2233;533;1669;31;t02;2021-12-25
kujawsko-pomorskie;327;1.58;2;0;2;47;1140;14752;1827;359;1441;27;t04;2021-12-25
lubelskie;127;0.60;0;0;0;21;619;8824;1103;144;952;7;t06;2021-12-25
lubuskie;260;2.57;1;1;0;1;736;9924;1201;294;889;18;t08;2021-12-25
³ódzkie;277;1.13;0;0;0;11;1127;18073;2172;320;1841;11;t10;2021-12-25
ma³opolskie;750;2.20;3;2;1;102;1895;23737;3756;854;2839;63;t12;2021-12-25
mazowieckie;1002;1.85;3;0;3;55;2672;42416;7089;1132;5875;82;t14;2021-12-25
opolskie;218;2.22;0;0;0;2;677;10462;814;240;560;14;t16;2021-12-25
podkarpackie;197;0.93;0;0;0;13;661;11449;1478;219;1255;4;t18;2021-12-25
podlaskie;59;0.50;0;0;0;1;227;4444;663;62;597;4;t20;2021-12-25
pomorskie;411;1.75;1;0;1;28;1315;21165;2746;455;2225;66;t22;2021-12-25
œl¹skie;853;1.89;0;0;0;44;2894;33384;4493;945;3464;84;t24;2021-12-25
œwiêtokrzyskie;168;1.37;0;0;0;1;430;6443;1009;185;808;16;t26;2021-12-25
warmiñsko-mazurskie;160;1.13;2;0;2;1;687;10503;964;179;778;7;t28;2021-12-25
wielkopolskie;584;1.67;0;0;0;63;2066;36600;3247;638;2580;29;t30;2021-12-25
zachodniopomorskie;334;1.97;2;0;2;14;1192;15154;1860;393;1443;24;t32;2021-12-25
