wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1325;0.35;46;8;38;9448;719;89204;44692;1527;43059;106;t00;2021-10-04
dolnoœl¹skie;65;0.22;3;2;1;550;34;5948;2961;87;2871;3;t02;2021-10-04
kujawsko-pomorskie;43;0.21;4;1;3;471;30;2464;2236;50;2182;4;t04;2021-10-04
lubelskie;294;1.40;9;1;8;1429;120;9982;3402;326;3064;12;t06;2021-10-04
lubuskie;14;0.14;0;0;0;222;15;2161;1030;16;1011;3;t08;2021-10-04
³ódzkie;83;0.34;2;1;1;552;29;6103;3596;90;3497;9;t10;2021-10-04
ma³opolskie;82;0.24;5;2;3;565;53;4970;2819;89;2720;10;t12;2021-10-04
mazowieckie;197;0.36;1;0;1;1479;156;23916;6256;228;6004;24;t14;2021-10-04
opolskie;17;0.17;4;0;4;201;7;1687;985;18;967;0;t16;2021-10-04
podkarpackie;68;0.32;5;1;4;423;57;2986;2589;85;2502;2;t18;2021-10-04
podlaskie;121;1.03;1;0;1;575;43;4690;1381;138;1241;2;t20;2021-10-04
pomorskie;66;0.28;6;0;6;523;22;5008;2687;71;2606;10;t22;2021-10-04
œl¹skie;46;0.10;6;0;6;735;47;5105;4757;58;4690;9;t24;2021-10-04
œwiêtokrzyskie;20;0.16;0;0;0;168;8;1338;1263;23;1240;0;t26;2021-10-04
warmiñsko-mazurskie;56;0.39;0;0;0;339;19;2305;1697;65;1630;2;t28;2021-10-04
wielkopolskie;45;0.13;0;0;0;619;35;6252;2614;53;2553;8;t30;2021-10-04
zachodniopomorskie;97;0.57;0;0;0;586;42;4261;2251;117;2132;2;t32;2021-10-04
