wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;30586;7.97;375;75;300;39626;8652;493483;122345;35667;84919;1759;t00;2022-01-18
dolnoœl¹skie;2458;8.48;9;2;7;3239;742;39895;8435;2822;5490;123;t02;2022-01-18
kujawsko-pomorskie;986;4.76;20;7;13;1661;334;13694;5216;1183;3978;55;t04;2022-01-18
lubelskie;1362;6.48;10;4;6;2296;285;22505;6557;1565;4951;41;t06;2022-01-18
lubuskie;354;3.50;2;1;1;700;223;7008;2160;420;1715;25;t08;2022-01-18
³ódzkie;1360;5.55;41;8;33;2305;452;28476;7738;1635;6014;89;t10;2022-01-18
ma³opolskie;3471;10.17;13;5;8;3477;1151;43377;10631;3981;6412;238;t12;2022-01-18
mazowieckie;5594;10.31;34;11;23;5708;1696;96308;21363;6382;14624;357;t14;2022-01-18
opolskie;623;6.35;24;1;23;1050;254;13433;2407;732;1652;23;t16;2022-01-18
podkarpackie;1789;8.42;9;1;8;2263;386;30659;6610;2109;4472;29;t18;2022-01-18
podlaskie;518;4.40;10;0;10;938;71;10390;2765;636;2097;32;t20;2022-01-18
pomorskie;2341;9.98;30;5;25;2699;640;41542;8798;2713;5896;189;t22;2022-01-18
œl¹skie;4647;10.31;47;9;38;6363;1007;71416;15234;5516;9468;250;t24;2022-01-18
œwiêtokrzyskie;585;4.76;31;3;28;749;191;7588;2836;679;2119;38;t26;2022-01-18
warmiñsko-mazurskie;1034;7.28;19;4;15;1426;224;16696;4602;1235;3333;34;t28;2022-01-18
wielkopolskie;2195;6.27;48;10;38;2733;621;30697;8803;2573;6091;139;t30;2022-01-18
zachodniopomorskie;1091;6.44;28;4;24;1960;350;19662;5759;1299;4386;74;t32;2022-01-18
