wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;420;118;538;0.11;0.03;0.14;17;3;14;1605;0;0;7274;587;6670;17;t00;2022-11-08
dolnoœl¹skie;33;13;46;0.11;0.04;0.16;2;1;1;99;0;0;357;49;307;1;t02;2022-11-08
kujawsko-pomorskie;19;5;24;0.09;0.02;0.12;0;0;0;99;0;0;319;26;293;0;t04;2022-11-08
lubelskie;21;5;26;0.10;0.02;0.12;2;0;2;135;0;0;581;32;548;1;t06;2022-11-08
lubuskie;14;6;20;0.14;0.06;0.20;0;0;0;41;0;0;173;20;151;2;t08;2022-11-08
³ódzkie;31;11;42;0.13;0.04;0.17;2;0;2;108;0;0;341;46;294;1;t10;2022-11-08
ma³opolskie;32;11;43;0.09;0.03;0.13;2;0;2;141;0;0;452;46;406;0;t12;2022-11-08
mazowieckie;52;16;68;0.10;0.03;0.13;3;2;1;249;0;0;1362;75;1284;3;t14;2022-11-08
opolskie;18;4;22;0.18;0.04;0.22;1;0;1;44;0;0;236;22;214;0;t16;2022-11-08
podkarpackie;27;5;32;0.13;0.02;0.15;2;0;2;57;0;0;354;36;317;1;t18;2022-11-08
podlaskie;8;3;11;0.07;0.03;0.09;0;0;0;51;0;0;246;13;232;1;t20;2022-11-08
pomorskie;30;5;35;0.13;0.02;0.15;0;0;0;107;0;0;356;38;318;0;t22;2022-11-08
œl¹skie;67;13;80;0.15;0.03;0.18;3;0;3;205;0;0;671;83;588;0;t24;2022-11-08
œwiêtokrzyskie;10;4;14;0.08;0.03;0.11;0;0;0;58;0;0;316;17;298;1;t26;2022-11-08
warmiñsko-mazurskie;9;2;11;0.06;0.01;0.08;0;0;0;77;0;0;355;13;341;1;t28;2022-11-08
wielkopolskie;24;11;35;0.07;0.03;0.10;0;0;0;74;0;0;476;36;438;2;t30;2022-11-08
zachodniopomorskie;16;3;19;0.09;0.02;0.11;0;0;0;59;0;0;267;20;244;3;t32;2022-11-08
