wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;3623;815;4438;0.94;0.21;1.16;19;5;14;6159;0;0;15352;4696;10610;46;t00;2022-09-22
dolnoœl¹skie;160;56;216;0.55;0.19;0.75;0;0;0;266;0;0;724;226;495;3;t02;2022-09-22
kujawsko-pomorskie;188;43;231;0.91;0.21;1.12;3;0;3;395;0;0;848;239;605;4;t04;2022-09-22
lubelskie;282;70;352;1.34;0.33;1.67;2;1;1;428;0;0;1208;365;842;1;t06;2022-09-22
lubuskie;76;14;90;0.75;0.14;0.89;0;0;0;152;0;0;323;95;227;1;t08;2022-09-22
³ódzkie;259;69;328;1.06;0.28;1.34;2;2;0;487;0;0;932;339;591;2;t10;2022-09-22
ma³opolskie;284;54;338;0.83;0.16;0.99;1;0;1;493;0;0;1239;348;881;10;t12;2022-09-22
mazowieckie;576;133;709;1.06;0.25;1.31;4;1;3;957;0;0;2573;740;1831;2;t14;2022-09-22
opolskie;71;18;89;0.72;0.18;0.91;0;0;0;106;0;0;407;96;309;2;t16;2022-09-22
podkarpackie;169;28;197;0.79;0.13;0.93;3;0;3;254;0;0;639;214;422;3;t18;2022-09-22
podlaskie;160;26;186;1.36;0.22;1.58;0;0;0;292;0;0;553;202;349;2;t20;2022-09-22
pomorskie;219;44;263;0.93;0.19;1.12;0;0;0;350;0;0;851;276;569;6;t22;2022-09-22
œl¹skie;393;104;497;0.87;0.23;1.10;0;0;0;764;0;0;1592;520;1066;6;t24;2022-09-22
œwiêtokrzyskie;152;17;169;1.24;0.14;1.37;0;0;0;258;0;0;657;198;459;0;t26;2022-09-22
warmiñsko-mazurskie;156;35;191;1.10;0.25;1.34;2;0;2;256;0;0;758;209;549;0;t28;2022-09-22
wielkopolskie;284;74;358;0.81;0.21;1.02;1;1;0;495;0;0;1176;382;792;2;t30;2022-09-22
zachodniopomorskie;144;29;173;0.85;0.17;1.02;0;0;0;186;0;0;578;193;384;1;t32;2022-09-22
