wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;234;0.06;5;1;4;1949;146;58125;40353;298;39978;77;t00;2021-08-24
dolnoœl¹skie;12;0.04;0;0;0;165;22;5596;2325;18;2302;5;t02;2021-08-24
kujawsko-pomorskie;10;0.05;0;0;0;114;2;1720;1686;14;1669;3;t04;2021-08-24
lubelskie;10;0.05;1;1;0;98;2;2694;2594;12;2577;5;t06;2021-08-24
lubuskie;2;0.02;0;0;0;38;2;1553;946;2;941;3;t08;2021-08-24
³ódzkie;11;0.04;0;0;0;125;10;4254;2940;22;2913;5;t10;2021-08-24
ma³opolskie;35;0.10;0;0;0;185;10;3682;3140;42;3096;2;t12;2021-08-24
mazowieckie;24;0.04;1;0;1;371;22;16783;5081;27;5035;19;t14;2021-08-24
opolskie;5;0.05;0;0;0;42;3;1323;866;7;858;1;t16;2021-08-24
podkarpackie;22;0.10;0;0;0;78;5;1728;2344;26;2315;3;t18;2021-08-24
podlaskie;15;0.13;1;0;1;67;13;1257;1123;18;1102;3;t20;2021-08-24
pomorskie;18;0.08;0;0;0;130;9;3423;2281;23;2252;6;t22;2021-08-24
œl¹skie;20;0.04;0;0;0;217;12;4965;4407;23;4382;2;t24;2021-08-24
œwiêtokrzyskie;6;0.05;0;0;0;40;5;795;1264;8;1247;9;t26;2021-08-24
warmiñsko-mazurskie;11;0.08;1;0;1;69;4;1108;1372;12;1358;2;t28;2021-08-24
wielkopolskie;12;0.03;0;0;0;122;20;5128;2538;14;2521;3;t30;2021-08-24
zachodniopomorskie;13;0.08;1;0;1;87;4;2088;1734;20;1713;1;t32;2021-08-24
