wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;711;0.19;15;5;10;8138;498;86101;45337;862;44382;93;t00;2021-09-20
dolnoœl¹skie;34;0.12;0;0;0;524;39;6301;2869;53;2808;8;t02;2021-09-20
kujawsko-pomorskie;43;0.21;2;0;2;478;15;2645;2317;47;2265;5;t04;2021-09-20
lubelskie;109;0.52;1;0;1;769;60;6498;2670;124;2537;9;t06;2021-09-20
lubuskie;13;0.13;0;0;0;181;15;2340;1019;19;999;1;t08;2021-09-20
³ódzkie;74;0.30;3;1;2;571;50;7202;3509;81;3417;11;t10;2021-09-20
ma³opolskie;53;0.16;5;3;2;606;51;4404;3412;59;3345;8;t12;2021-09-20
mazowieckie;107;0.20;1;0;1;1249;73;27060;6045;130;5907;8;t14;2021-09-20
opolskie;8;0.08;0;0;0;191;19;1850;1028;9;1016;3;t16;2021-09-20
podkarpackie;31;0.15;0;0;0;330;27;2360;2685;39;2640;6;t18;2021-09-20
podlaskie;48;0.41;1;0;1;341;25;2137;1194;54;1139;1;t20;2021-09-20
pomorskie;38;0.16;0;0;0;463;19;4478;2746;39;2703;4;t22;2021-09-20
œl¹skie;44;0.10;1;0;1;871;30;5484;4959;51;4897;11;t24;2021-09-20
œwiêtokrzyskie;6;0.05;0;0;0;137;10;1517;1305;8;1294;3;t26;2021-09-20
warmiñsko-mazurskie;33;0.23;0;0;0;362;4;1984;1641;38;1600;3;t28;2021-09-20
wielkopolskie;28;0.08;1;1;0;631;35;6190;2763;50;2706;7;t30;2021-09-20
zachodniopomorskie;37;0.22;0;0;0;423;20;3623;2196;53;2139;4;t32;2021-09-20
