wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;6469;1.69;423;99;324;10562;14570;185680;63400;7189;55506;705;t00;2021-04-30
dolnoœl¹skie;755;2.60;42;22;20;867;1567;17343;4926;814;4061;51;t02;2021-04-30
kujawsko-pomorskie;272;1.31;23;0;23;592;776;8104;2987;305;2651;31;t04;2021-04-30
lubelskie;353;1.68;26;4;22;649;624;8644;3072;382;2649;41;t06;2021-04-30
lubuskie;143;1.42;23;16;7;253;416;4363;1619;156;1436;27;t08;2021-04-30
³ódzkie;459;1.87;37;9;28;832;1060;12698;4563;584;3942;37;t10;2021-04-30
ma³opolskie;500;1.46;29;10;19;835;1203;15042;4926;567;4284;75;t12;2021-04-30
mazowieckie;782;1.44;31;4;27;1299;1612;27365;8386;860;7423;103;t14;2021-04-30
opolskie;169;1.72;8;0;8;243;447;5027;1548;181;1356;11;t16;2021-04-30
podkarpackie;155;0.73;20;2;18;456;518;5979;2811;191;2600;20;t18;2021-04-30
podlaskie;97;0.82;7;0;7;240;248;3075;1144;116;1020;8;t20;2021-04-30
pomorskie;312;1.33;13;1;12;600;644;9248;3828;333;3449;46;t22;2021-04-30
œl¹skie;982;2.18;87;18;69;1442;2542;23736;7120;1053;5969;98;t24;2021-04-30
œwiêtokrzyskie;182;1.48;34;4;30;280;354;4895;1679;214;1429;36;t26;2021-04-30
warmiñsko-mazurskie;163;1.15;4;2;2;312;299;4399;1706;175;1522;9;t28;2021-04-30
wielkopolskie;726;2.07;23;7;16;1043;1506;19625;5218;796;4374;48;t30;2021-04-30
zachodniopomorskie;355;2.10;16;0;16;610;675;8246;2873;390;2448;35;t32;2021-04-30
