wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;6431;1.68;510;158;352;10847;6715;142351;66627;7116;58782;729;t00;2021-05-05
dolnoœl¹skie;643;2.22;62;39;23;918;616;13283;4816;741;4017;58;t02;2021-05-05
kujawsko-pomorskie;321;1.55;22;1;21;613;410;6467;3102;346;2720;36;t04;2021-05-05
lubelskie;354;1.68;23;1;22;663;387;7339;3218;375;2800;43;t06;2021-05-05
lubuskie;121;1.20;20;10;10;253;124;3481;1738;130;1595;13;t08;2021-05-05
³ódzkie;458;1.87;39;7;32;915;648;9801;4637;515;4086;36;t10;2021-05-05
ma³opolskie;481;1.41;56;36;20;779;446;12022;4939;515;4321;103;t12;2021-05-05
mazowieckie;793;1.46;40;11;29;1306;861;22458;10266;894;9275;97;t14;2021-05-05
opolskie;184;1.88;21;3;18;257;189;3927;1669;200;1460;9;t16;2021-05-05
podkarpackie;115;0.54;22;2;20;309;220;4387;3299;186;3092;21;t18;2021-05-05
podlaskie;112;0.95;9;0;9;256;115;2638;1493;130;1355;8;t20;2021-05-05
pomorskie;322;1.37;11;2;9;663;253;7858;3651;340;3268;43;t22;2021-05-05
œl¹skie;1086;2.41;86;22;64;1481;1010;18049;7836;1209;6506;121;t24;2021-05-05
œwiêtokrzyskie;172;1.40;21;2;19;307;231;3502;1889;187;1669;33;t26;2021-05-05
warmiñsko-mazurskie;180;1.27;10;1;9;344;176;3393;2326;195;2113;18;t28;2021-05-05
wielkopolskie;753;2.15;50;21;29;1165;656;15207;6060;781;5237;42;t30;2021-05-05
zachodniopomorskie;280;1.65;18;0;18;611;340;6865;2751;312;2403;36;t32;2021-05-05
