wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1431;546;1977;0.37;0.14;0.52;9;1;8;1815;0;0;6999;2102;4878;19;t00;2023-02-15
dolnoœl¹skie;64;26;90;0.22;0.09;0.31;1;1;0;68;0;0;303;94;206;3;t02;2023-02-15
kujawsko-pomorskie;97;38;135;0.47;0.18;0.65;1;0;1;135;0;0;360;140;219;1;t04;2023-02-15
lubelskie;111;45;156;0.53;0.21;0.74;0;0;0;129;0;0;605;159;445;1;t06;2023-02-15
lubuskie;39;12;51;0.39;0.12;0.50;0;0;0;49;0;0;162;55;106;1;t08;2023-02-15
³ódzkie;97;32;129;0.40;0.13;0.53;0;0;0;133;0;0;376;132;244;0;t10;2023-02-15
ma³opolskie;115;40;155;0.34;0.12;0.45;0;0;0;163;0;0;533;168;364;1;t12;2023-02-15
mazowieckie;196;78;274;0.36;0.14;0.50;1;0;1;190;0;0;989;288;699;2;t14;2023-02-15
opolskie;32;13;45;0.33;0.13;0.46;0;0;0;32;0;0;223;51;172;0;t16;2023-02-15
podkarpackie;78;16;94;0.37;0.08;0.44;0;0;0;80;0;0;330;99;231;0;t18;2023-02-15
podlaskie;34;20;54;0.29;0.17;0.46;0;0;0;64;0;0;268;59;208;1;t20;2023-02-15
pomorskie;54;20;74;0.23;0.09;0.32;0;0;0;84;0;0;365;79;286;0;t22;2023-02-15
œl¹skie;301;125;426;0.67;0.28;0.94;1;0;1;376;0;0;1015;439;574;2;t24;2023-02-15
œwiêtokrzyskie;26;8;34;0.21;0.07;0.28;0;0;0;22;0;0;108;34;73;1;t26;2023-02-15
warmiñsko-mazurskie;56;21;77;0.39;0.15;0.54;0;0;0;74;0;0;391;89;301;1;t28;2023-02-15
wielkopolskie;82;33;115;0.23;0.09;0.33;5;0;5;94;0;0;339;135;202;2;t30;2023-02-15
zachodniopomorskie;32;15;47;0.19;0.09;0.28;0;0;0;121;0;0;303;48;254;1;t32;2023-02-15
