wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;6;3;9;0.00;0.00;0.00;0;0;0;0;0;0;499;9;490;0;t00;2024-12-29
dolnoœl¹skie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t02;2024-12-29
kujawsko-pomorskie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t04;2024-12-29
lubelskie;2;0;2;0.01;0;0.01;0;0;0;0;0;0;13;2;11;0;t06;2024-12-29
lubuskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;1;1;0;0;t08;2024-12-29
³ódzkie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t10;2024-12-29
ma³opolskie;0;1;1;0;0.00;0.00;0;0;0;0;0;0;15;1;14;0;t12;2024-12-29
mazowieckie;2;0;2;0.00;0;0.00;0;0;0;0;0;0;317;2;315;0;t14;2024-12-29
opolskie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t16;2024-12-29
podkarpackie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t18;2024-12-29
podlaskie;0;2;2;0;0.02;0.02;0;0;0;0;0;0;10;2;8;0;t20;2024-12-29
pomorskie;0;0;0;0;0;0;0;0;0;0;0;0;26;0;26;0;t22;2024-12-29
œl¹skie;0;0;0;0;0;0;0;0;0;0;0;0;21;0;21;0;t24;2024-12-29
œwiêtokrzyskie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t26;2024-12-29
warmiñsko-mazurskie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t28;2024-12-29
wielkopolskie;0;0;0;0;0;0;0;0;0;0;0;0;10;0;10;0;t30;2024-12-29
zachodniopomorskie;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;t32;2024-12-29
