wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;128;0.03;0;0;0;111;174;62393;25512;147;25336;29;t00;2021-08-15
dolnoœl¹skie;15;0.05;0;0;0;3;4;5910;1589;19;1569;1;t02;2021-08-15
kujawsko-pomorskie;4;0.02;0;0;0;3;10;1843;1022;5;1015;2;t04;2021-08-15
lubelskie;2;0.01;0;0;0;2;12;2686;1116;2;1113;1;t06;2021-08-15
lubuskie;5;0.05;0;0;0;2;4;1572;553;5;546;2;t08;2021-08-15
³ódzkie;7;0.03;0;0;0;10;6;4910;1387;9;1376;2;t10;2021-08-15
ma³opolskie;4;0.01;0;0;0;4;31;3779;2762;5;2755;2;t12;2021-08-15
mazowieckie;20;0.04;0;0;0;53;19;18584;3025;22;3000;3;t14;2021-08-15
opolskie;4;0.04;0;0;0;0;9;1575;576;4;572;0;t16;2021-08-15
podkarpackie;7;0.03;0;0;0;5;7;1812;1496;9;1487;0;t18;2021-08-15
podlaskie;3;0.03;0;0;0;0;12;1254;588;3;585;0;t20;2021-08-15
pomorskie;13;0.06;0;0;0;5;8;3607;1748;14;1733;1;t22;2021-08-15
œl¹skie;7;0.02;0;0;0;2;17;5264;2773;10;2758;5;t24;2021-08-15
œwiêtokrzyskie;1;0.01;0;0;0;0;5;934;727;2;723;2;t26;2021-08-15
warmiñsko-mazurskie;4;0.03;0;0;0;3;6;1195;729;4;724;1;t28;2021-08-15
wielkopolskie;26;0.07;0;0;0;17;21;5339;1533;28;1503;2;t30;2021-08-15
zachodniopomorskie;3;0.02;0;0;0;2;2;2107;994;3;989;2;t32;2021-08-15
