wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;6892;805;7697;1.80;0.21;2.01;10;0;10;530;6643;63212;46844;8271;38020;553;t00;2022-03-05
dolnoœl¹skie;508;71;579;1.75;0.24;2.00;0;0;0;22;479;4493;2723;621;2053;49;t02;2022-03-05
kujawsko-pomorskie;564;82;646;2.73;0.40;3.12;0;0;0;32;644;5395;2788;699;2040;49;t04;2022-03-05
lubelskie;281;38;319;1.34;0.18;1.52;0;0;0;35;257;2934;2068;342;1711;15;t06;2022-03-05
lubuskie;290;33;323;2.87;0.33;3.20;0;0;0;8;278;2776;1288;356;905;27;t08;2022-03-05
³ódzkie;358;33;391;1.46;0.13;1.60;1;0;1;22;378;2977;2805;442;2339;24;t10;2022-03-05
ma³opolskie;371;38;409;1.09;0.11;1.20;0;0;0;15;328;3784;3373;436;2910;27;t12;2022-03-05
mazowieckie;1352;131;1483;2.49;0.24;2.73;5;0;5;93;1240;12391;8924;1589;7256;79;t14;2022-03-05
opolskie;91;11;102;0.93;0.11;1.04;0;0;0;31;155;1261;971;107;857;7;t16;2022-03-05
podkarpackie;102;11;113;0.48;0.05;0.53;0;0;0;17;93;1159;1759;123;1626;10;t18;2022-03-05
podlaskie;111;18;129;0.94;0.15;1.10;0;0;0;11;132;1833;1052;170;874;8;t20;2022-03-05
pomorskie;413;41;454;1.76;0.17;1.93;0;0;0;29;501;3723;3178;487;2620;71;t22;2022-03-05
œl¹skie;438;46;484;0.97;0.10;1.07;0;0;0;40;392;3891;4533;525;3972;36;t24;2022-03-05
œwiêtokrzyskie;194;13;207;1.58;0.11;1.68;0;0;0;3;185;1814;1371;222;1133;16;t26;2022-03-05
warmiñsko-mazurskie;220;44;264;1.55;0.31;1.86;0;0;0;7;271;2529;1319;281;1028;10;t28;2022-03-05
wielkopolskie;991;126;1117;2.83;0.36;3.19;0;0;0;44;833;7753;4429;1166;3188;75;t30;2022-03-05
zachodniopomorskie;533;68;601;3.15;0.40;3.55;4;0;4;121;446;3958;2488;626;1821;41;t32;2022-03-05
