wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;269;0.07;0;0;0;179;383;69160;22440;309;22080;51;t00;2021-09-12
dolnoœl¹skie;18;0.06;0;0;0;8;27;5491;1297;19;1272;6;t02;2021-09-12
kujawsko-pomorskie;19;0.09;0;0;0;5;12;2104;896;20;872;4;t04;2021-09-12
lubelskie;37;0.18;0;0;0;8;28;3943;1119;46;1070;3;t06;2021-09-12
lubuskie;3;0.03;0;0;0;1;8;1874;439;3;436;0;t08;2021-09-12
³ódzkie;21;0.09;0;0;0;5;12;5348;1361;26;1329;6;t10;2021-09-12
ma³opolskie;21;0.06;0;0;0;21;49;3756;2210;25;2183;2;t12;2021-09-12
mazowieckie;35;0.06;0;0;0;70;50;22170;3074;36;3028;10;t14;2021-09-12
opolskie;6;0.06;0;0;0;0;8;1565;460;8;451;1;t16;2021-09-12
podkarpackie;18;0.08;0;0;0;7;18;1840;1477;21;1453;3;t18;2021-09-12
podlaskie;8;0.07;0;0;0;5;11;1818;552;9;542;1;t20;2021-09-12
pomorskie;15;0.06;0;0;0;7;62;3708;1420;16;1404;0;t22;2021-09-12
œl¹skie;17;0.04;0;0;0;7;24;4720;2513;20;2489;4;t24;2021-09-12
œwiêtokrzyskie;2;0.02;0;0;0;2;4;1096;724;2;722;0;t26;2021-09-12
warmiñsko-mazurskie;8;0.06;0;0;0;2;11;1255;593;9;583;1;t28;2021-09-12
wielkopolskie;17;0.05;0;0;0;10;24;5621;1350;19;1326;5;t30;2021-09-12
zachodniopomorskie;21;0.12;0;0;0;20;35;2830;959;27;927;5;t32;2021-09-12
