wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;329;134;463;0.09;0.03;0.12;0;0;0;531;0;0;1679;477;1201;1;t00;2023-10-18
dolnoœl¹skie;22;5;27;0.08;0.02;0.09;0;0;0;24;0;0;79;28;51;0;t02;2023-10-18
kujawsko-pomorskie;13;8;21;0.06;0.04;0.10;0;0;0;38;0;0;112;22;90;0;t04;2023-10-18
lubelskie;35;15;50;0.17;0.07;0.24;0;0;0;49;0;0;87;52;35;0;t06;2023-10-18
lubuskie;4;2;6;0.04;0.02;0.06;0;0;0;1;0;0;24;6;18;0;t08;2023-10-18
³ódzkie;21;10;31;0.09;0.04;0.13;0;0;0;21;0;0;49;32;17;0;t10;2023-10-18
ma³opolskie;31;10;41;0.09;0.03;0.12;0;0;0;64;0;0;122;41;81;0;t12;2023-10-18
mazowieckie;49;28;77;0.09;0.05;0.14;0;0;0;72;0;0;485;78;406;1;t14;2023-10-18
opolskie;4;4;8;0.04;0.04;0.08;0;0;0;3;0;0;38;10;28;0;t16;2023-10-18
podkarpackie;15;8;23;0.07;0.04;0.11;0;0;0;23;0;0;53;23;30;0;t18;2023-10-18
podlaskie;31;12;43;0.26;0.10;0.37;0;0;0;37;0;0;89;44;45;0;t20;2023-10-18
pomorskie;21;7;28;0.09;0.03;0.12;0;0;0;29;0;0;85;28;57;0;t22;2023-10-18
œl¹skie;29;9;38;0.06;0.02;0.08;0;0;0;71;0;0;141;40;101;0;t24;2023-10-18
œwiêtokrzyskie;4;1;5;0.03;0.01;0.04;0;0;0;7;0;0;11;5;6;0;t26;2023-10-18
warmiñsko-mazurskie;9;1;10;0.06;0.01;0.07;0;0;0;16;0;0;30;10;20;0;t28;2023-10-18
wielkopolskie;25;8;33;0.07;0.02;0.09;0;0;0;38;0;0;66;33;33;0;t30;2023-10-18
zachodniopomorskie;7;4;11;0.04;0.02;0.06;0;0;0;38;0;0;101;11;90;0;t32;2023-10-18
