wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;581;78;659;0.15;0.02;0.17;0;0;0;30;0;0;3278;718;2549;11;t00;2022-09-11
dolnoœl¹skie;22;3;25;0.08;0.01;0.09;0;0;0;0;0;0;107;27;80;0;t02;2022-09-11
kujawsko-pomorskie;23;3;26;0.11;0.01;0.13;0;0;0;0;0;0;88;28;60;0;t04;2022-09-11
lubelskie;39;10;49;0.19;0.05;0.23;0;0;0;1;0;0;193;49;143;1;t06;2022-09-11
lubuskie;7;1;8;0.07;0.01;0.08;0;0;0;0;0;0;60;12;47;1;t08;2022-09-11
³ódzkie;31;5;36;0.13;0.02;0.15;0;0;0;0;0;0;154;40;114;0;t10;2022-09-11
ma³opolskie;32;5;37;0.09;0.01;0.11;0;0;0;0;0;0;237;43;194;0;t12;2022-09-11
mazowieckie;73;8;81;0.13;0.01;0.15;0;0;0;0;0;0;645;91;553;1;t14;2022-09-11
opolskie;7;1;8;0.07;0.01;0.08;0;0;0;0;0;0;83;9;73;1;t16;2022-09-11
podkarpackie;39;5;44;0.18;0.02;0.21;0;0;0;0;0;0;206;46;159;1;t18;2022-09-11
podlaskie;16;1;17;0.14;0.01;0.14;0;0;0;0;0;0;69;18;51;0;t20;2022-09-11
pomorskie;25;5;30;0.11;0.02;0.13;0;0;0;0;0;0;156;31;121;4;t22;2022-09-11
œl¹skie;72;7;79;0.16;0.02;0.18;0;0;0;2;0;0;385;83;301;1;t24;2022-09-11
œwiêtokrzyskie;32;3;35;0.26;0.02;0.28;0;0;0;0;0;0;184;37;146;1;t26;2022-09-11
warmiñsko-mazurskie;19;1;20;0.13;0.01;0.14;0;0;0;0;0;0;80;21;59;0;t28;2022-09-11
wielkopolskie;26;3;29;0.07;0.01;0.08;0;0;0;0;0;0;160;34;126;0;t30;2022-09-11
zachodniopomorskie;13;0;13;0.08;0;0.08;0;0;0;0;0;0;74;17;57;0;t32;2022-09-11
