wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;530;0.14;8;3;5;4302;361;69208;42428;620;41718;90;t00;2021-09-10
dolnoœl¹skie;44;0.15;0;0;0;316;15;5709;2561;47;2510;4;t02;2021-09-10
kujawsko-pomorskie;20;0.10;0;0;0;275;22;2262;2134;27;2104;3;t04;2021-09-10
lubelskie;68;0.32;0;0;0;355;37;3903;2292;84;2203;5;t06;2021-09-10
lubuskie;4;0.04;0;0;0;86;7;1874;842;4;838;0;t08;2021-09-10
³ódzkie;30;0.12;2;0;2;267;36;5117;3079;38;3039;2;t10;2021-09-10
ma³opolskie;41;0.12;3;3;0;301;48;4076;3470;45;3411;14;t12;2021-09-10
mazowieckie;60;0.11;1;0;1;734;44;20913;5606;70;5512;24;t14;2021-09-10
opolskie;5;0.05;0;0;0;76;9;1655;840;6;832;2;t16;2021-09-10
podkarpackie;35;0.16;2;0;2;187;17;1977;2451;45;2403;3;t18;2021-09-10
podlaskie;26;0.22;0;0;0;142;11;1866;1082;27;1051;4;t20;2021-09-10
pomorskie;29;0.12;0;0;0;313;23;3909;2495;36;2454;5;t22;2021-09-10
œl¹skie;43;0.10;0;0;0;417;27;5051;4693;48;4637;8;t24;2021-09-10
œwiêtokrzyskie;12;0.10;0;0;0;82;11;956;1191;15;1173;3;t26;2021-09-10
warmiñsko-mazurskie;16;0.11;0;0;0;149;7;1353;1379;21;1358;0;t28;2021-09-10
wielkopolskie;45;0.13;0;0;0;361;23;5707;2841;48;2786;7;t30;2021-09-10
zachodniopomorskie;36;0.21;0;0;0;236;23;2852;1746;41;1702;3;t32;2021-09-10
