wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;21980;5.73;10;1;9;1152;60545;481014;82826;25825;55014;1987;t00;2022-02-06
dolnoœl¹skie;1741;6.01;0;0;0;41;4553;32768;5832;2015;3509;308;t02;2022-02-06
kujawsko-pomorskie;1684;8.14;2;1;1;161;2272;28917;5269;2009;3151;109;t04;2022-02-06
lubelskie;924;4.39;0;0;0;72;3322;25379;3794;1083;2658;53;t06;2022-02-06
lubuskie;779;7.71;0;0;0;18;993;13563;2510;916;1504;90;t08;2022-02-06
³ódzkie;1539;6.28;2;0;2;76;3937;32573;5342;1865;3394;83;t10;2022-02-06
ma³opolskie;1387;4.06;0;0;0;16;4511;35395;5671;1606;3937;128;t12;2022-02-06
mazowieckie;3381;6.23;4;0;4;97;8890;67531;14514;3936;10292;286;t14;2022-02-06
opolskie;568;5.79;0;0;0;132;1775;12087;2140;681;1417;42;t16;2022-02-06
podkarpackie;594;2.79;0;0;0;32;2871;23849;3020;710;2287;23;t18;2022-02-06
podlaskie;408;3.47;0;0;0;23;1435;10392;1844;485;1335;24;t20;2022-02-06
pomorskie;1682;7.17;0;0;0;26;5394;36020;6337;2016;4086;235;t22;2022-02-06
œl¹skie;2307;5.12;0;0;0;104;9237;63113;8611;2672;5709;230;t24;2022-02-06
œwiêtokrzyskie;554;4.50;0;0;0;16;1263;12157;2152;649;1452;51;t26;2022-02-06
warmiñsko-mazurskie;637;4.48;2;0;2;19;2003;13391;2309;743;1530;36;t28;2022-02-06
wielkopolskie;2351;6.72;0;0;0;85;5441;55906;7736;2738;4847;151;t30;2022-02-06
zachodniopomorskie;1327;7.84;0;0;0;233;2489;17896;4558;1573;2855;130;t32;2022-02-06
