wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;3931;1.02;64;15;49;15155;1615;128780;49403;4370;44844;189;t00;2021-10-18
dolnoœl¹skie;153;0.53;5;2;3;853;66;6667;3016;200;2805;11;t02;2021-10-18
kujawsko-pomorskie;126;0.61;3;0;3;754;50;4058;2358;137;2217;4;t04;2021-10-18
lubelskie;998;4.74;11;1;10;2717;358;18836;4355;1042;3295;18;t06;2021-10-18
lubuskie;52;0.51;0;0;0;324;32;2769;1255;64;1187;4;t08;2021-10-18
³ódzkie;218;0.89;8;2;6;801;74;8904;3603;257;3311;35;t10;2021-10-18
ma³opolskie;183;0.54;5;1;4;794;99;5601;3161;206;2944;11;t12;2021-10-18
mazowieckie;731;1.35;7;2;5;2383;326;30265;7413;818;6562;33;t14;2021-10-18
opolskie;51;0.52;5;1;4;277;25;2324;1121;61;1060;0;t16;2021-10-18
podkarpackie;160;0.75;1;0;1;676;81;4704;2790;180;2603;7;t18;2021-10-18
podlaskie;353;3.00;4;0;4;1241;140;11127;1873;380;1488;5;t20;2021-10-18
pomorskie;161;0.69;1;0;1;725;67;7670;3003;169;2822;12;t22;2021-10-18
œl¹skie;173;0.38;4;1;3;1028;76;6248;4852;205;4631;16;t24;2021-10-18
œwiêtokrzyskie;71;0.58;2;1;1;256;19;1545;1323;82;1232;9;t26;2021-10-18
warmiñsko-mazurskie;149;1.05;5;3;2;541;39;3868;2000;161;1832;7;t28;2021-10-18
wielkopolskie;143;0.41;3;1;2;919;76;7747;2902;168;2727;7;t30;2021-10-18
zachodniopomorskie;154;0.91;0;0;0;848;77;6416;2290;178;2104;8;t32;2021-10-18
