wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;114;0.03;7;2;5;1547;280;88767;45685;162;45432;91;t00;2021-07-16
dolnoœl¹skie;11;0.04;0;0;0;120;6;7665;3266;21;3237;8;t02;2021-07-16
kujawsko-pomorskie;5;0.02;0;0;0;72;5;2473;2035;6;2020;9;t04;2021-07-16
lubelskie;7;0.03;2;1;1;87;8;6933;2028;9;2016;3;t06;2021-07-16
lubuskie;2;0.02;0;0;0;42;1;2200;1007;3;1003;1;t08;2021-07-16
³ódzkie;9;0.04;0;0;0;238;182;6743;3132;10;3115;7;t10;2021-07-16
ma³opolskie;14;0.04;0;0;0;113;9;5604;4030;20;4004;6;t12;2021-07-16
mazowieckie;16;0.03;0;0;0;251;16;24263;5775;20;5745;10;t14;2021-07-16
opolskie;3;0.03;0;0;0;21;2;2198;960;5;954;1;t16;2021-07-16
podkarpackie;7;0.03;1;0;1;75;3;2897;2284;8;2271;5;t18;2021-07-16
podlaskie;2;0.02;0;0;0;27;6;1973;1021;5;1013;3;t20;2021-07-16
pomorskie;3;0.01;2;0;2;116;7;4811;2460;3;2451;6;t22;2021-07-16
œl¹skie;11;0.02;0;0;0;146;10;7044;5390;18;5364;8;t24;2021-07-16
œwiêtokrzyskie;6;0.05;0;0;0;33;4;1586;1344;9;1334;1;t26;2021-07-16
warmiñsko-mazurskie;3;0.02;0;0;0;33;2;1655;1398;4;1383;11;t28;2021-07-16
wielkopolskie;8;0.02;2;1;1;123;10;7656;3156;14;3140;2;t30;2021-07-16
zachodniopomorskie;3;0.02;0;0;0;47;9;3033;1642;3;1633;6;t32;2021-07-16
