wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;841;339;1180;0.22;0.09;0.31;1;0;1;906;0;0;2403;1211;1192;0;t00;2024-08-20
dolnoœl¹skie;41;18;59;0.14;0.06;0.20;0;0;0;38;0;0;98;61;37;0;t02;2024-08-20
kujawsko-pomorskie;53;34;87;0.26;0.16;0.42;0;0;0;62;0;0;143;88;55;0;t04;2024-08-20
lubelskie;73;30;103;0.35;0.14;0.49;0;0;0;112;0;0;158;104;54;0;t06;2024-08-20
lubuskie;10;5;15;0.10;0.05;0.15;0;0;0;11;0;0;30;15;15;0;t08;2024-08-20
³ódzkie;34;21;55;0.14;0.09;0.22;0;0;0;49;0;0;92;55;37;0;t10;2024-08-20
ma³opolskie;44;25;69;0.13;0.07;0.20;1;0;1;63;0;0;137;69;68;0;t12;2024-08-20
mazowieckie;165;65;230;0.30;0.12;0.42;0;0;0;134;0;0;633;233;400;0;t14;2024-08-20
opolskie;9;4;13;0.09;0.04;0.13;0;0;0;7;0;0;41;13;28;0;t16;2024-08-20
podkarpackie;65;15;80;0.31;0.07;0.38;0;0;0;63;0;0;138;80;58;0;t18;2024-08-20
podlaskie;39;8;47;0.33;0.07;0.40;0;0;0;42;0;0;80;48;32;0;t20;2024-08-20
pomorskie;45;15;60;0.19;0.06;0.26;0;0;0;57;0;0;114;61;53;0;t22;2024-08-20
œl¹skie;52;21;73;0.12;0.05;0.16;0;0;0;67;0;0;167;75;92;0;t24;2024-08-20
œwiêtokrzyskie;36;10;46;0.29;0.08;0.37;0;0;0;36;0;0;51;46;5;0;t26;2024-08-20
warmiñsko-mazurskie;50;21;71;0.35;0.15;0.50;0;0;0;57;0;0;118;73;45;0;t28;2024-08-20
wielkopolskie;77;26;103;0.22;0.07;0.29;0;0;0;57;0;0;154;105;49;0;t30;2024-08-20
zachodniopomorskie;38;17;55;0.22;0.10;0.32;0;0;0;51;0;0;107;56;51;0;t32;2024-08-20
