wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1679;0.44;191;56;135;5712;4323;96793;57254;1994;54950;310;t00;2021-05-20
dolnoœl¹skie;163;0.56;17;10;7;480;392;8239;4188;196;3971;21;t02;2021-05-20
kujawsko-pomorskie;81;0.39;7;0;7;291;206;3708;2507;86;2406;15;t04;2021-05-20
lubelskie;84;0.40;8;1;7;364;232;5368;2673;98;2567;8;t06;2021-05-20
lubuskie;35;0.35;11;4;7;127;49;2191;1454;38;1414;2;t08;2021-05-20
³ódzkie;135;0.55;12;5;7;461;339;7743;3925;165;3734;26;t10;2021-05-20
ma³opolskie;130;0.38;17;10;7;377;324;6592;4021;155;3831;35;t12;2021-05-20
mazowieckie;221;0.41;19;5;14;780;555;20464;9148;267;8823;58;t14;2021-05-20
opolskie;56;0.57;2;0;2;139;122;2976;1555;69;1474;12;t16;2021-05-20
podkarpackie;44;0.21;7;0;7;259;107;2461;2865;59;2802;4;t18;2021-05-20
podlaskie;38;0.32;5;0;5;119;121;2093;1283;47;1229;7;t20;2021-05-20
pomorskie;94;0.40;11;1;10;342;278;5604;3450;103;3326;21;t22;2021-05-20
œl¹skie;200;0.44;33;11;22;677;633;9642;6334;257;6052;25;t24;2021-05-20
œwiêtokrzyskie;42;0.34;11;1;10;125;103;2159;1339;52;1271;16;t26;2021-05-20
warmiñsko-mazurskie;44;0.31;9;1;8;166;118;2253;1740;51;1683;6;t28;2021-05-20
wielkopolskie;191;0.55;13;5;8;623;514;10450;4310;214;4066;30;t30;2021-05-20
zachodniopomorskie;92;0.54;9;2;7;375;214;4823;2483;106;2363;14;t32;2021-05-20
