wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;133;0.03;5;1;4;570;340;63662;38174;245;37832;97;t00;2021-06-19
dolnoœl¹skie;4;0.01;0;0;0;23;26;4122;2007;4;2003;0;t02;2021-06-19
kujawsko-pomorskie;11;0.05;0;0;0;19;11;1343;1385;14;1361;10;t04;2021-06-19
lubelskie;11;0.05;0;0;0;23;32;5827;1803;11;1787;5;t06;2021-06-19
lubuskie;2;0.02;0;0;0;5;8;1166;641;2;639;0;t08;2021-06-19
³ódzkie;13;0.05;0;0;0;161;32;5149;2388;15;2365;8;t10;2021-06-19
ma³opolskie;7;0.02;0;0;0;76;28;3020;3497;8;3484;5;t12;2021-06-19
mazowieckie;15;0.03;0;0;0;45;47;24220;6050;17;6020;13;t14;2021-06-19
opolskie;3;0.03;0;0;0;5;7;1212;908;5;902;1;t16;2021-06-19
podkarpackie;8;0.04;0;0;0;46;11;1382;2204;97;2104;3;t18;2021-06-19
podlaskie;5;0.04;1;0;1;2;8;759;756;6;750;0;t20;2021-06-19
pomorskie;9;0.04;0;0;0;15;18;2819;2760;11;2734;15;t22;2021-06-19
œl¹skie;21;0.05;1;0;1;40;49;3512;4241;24;4200;17;t24;2021-06-19
œwiêtokrzyskie;3;0.02;0;0;0;8;7;2434;1164;5;1156;3;t26;2021-06-19
warmiñsko-mazurskie;1;0.01;0;0;0;2;12;855;710;1;707;2;t28;2021-06-19
wielkopolskie;13;0.04;1;1;0;32;27;4048;2795;15;2771;9;t30;2021-06-19
zachodniopomorskie;4;0.02;2;0;2;68;14;1763;1268;7;1258;3;t32;2021-06-19
