wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;6274;1.64;75;17;58;12454;2952;194705;51957;6797;44849;311;t00;2021-10-22
dolnoœl¹skie;286;0.99;0;0;0;662;110;9428;3081;309;2752;20;t02;2021-10-22
kujawsko-pomorskie;238;1.15;2;0;2;519;91;6689;2557;250;2294;13;t04;2021-10-22
lubelskie;1446;6.87;16;4;12;2231;618;29579;5085;1512;3548;25;t06;2021-10-22
lubuskie;95;0.94;2;1;1;223;26;4348;1244;99;1135;10;t08;2021-10-22
³ódzkie;235;0.96;1;0;1;658;165;10339;3160;279;2859;22;t10;2021-10-22
ma³opolskie;316;0.93;3;2;1;656;142;8809;3415;342;3050;23;t12;2021-10-22
mazowieckie;1254;2.31;8;1;7;2057;568;44246;8196;1337;6795;64;t14;2021-10-22
opolskie;87;0.89;3;0;3;232;31;3436;1107;89;1013;5;t16;2021-10-22
podkarpackie;296;1.39;3;1;2;599;142;7934;2700;327;2361;12;t18;2021-10-22
podlaskie;539;4.58;9;1;8;978;336;17831;2257;586;1651;20;t20;2021-10-22
pomorskie;232;0.99;0;0;0;599;160;11079;2814;256;2542;16;t22;2021-10-22
œl¹skie;271;0.60;11;0;11;833;147;9435;4919;310;4585;24;t24;2021-10-22
œwiêtokrzyskie;109;0.89;2;1;1;219;46;2625;1310;125;1181;4;t26;2021-10-22
warmiñsko-mazurskie;219;1.54;6;3;3;458;79;6874;2088;250;1831;7;t28;2021-10-22
wielkopolskie;290;0.83;6;3;3;756;129;12105;3218;317;2871;30;t30;2021-10-22
zachodniopomorskie;295;1.74;3;0;3;758;152;9909;2445;339;2092;14;t32;2021-10-22
