wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;126;0.03;9;3;6;1421;113;84380;37494;152;37272;70;t00;2021-07-21
dolnoœl¹skie;9;0.03;2;2;0;111;15;7622;2400;11;2389;0;t02;2021-07-21
kujawsko-pomorskie;1;0.00;0;0;0;73;3;2521;1397;3;1393;1;t04;2021-07-21
lubelskie;12;0.06;0;0;0;95;8;5049;1867;12;1851;4;t06;2021-07-21
lubuskie;0;0;0;0;0;27;0;2015;870;0;868;2;t08;2021-07-21
³ódzkie;5;0.02;2;0;2;194;17;6660;2496;6;2483;7;t10;2021-07-21
ma³opolskie;23;0.07;0;0;0;94;7;5415;2823;25;2790;8;t12;2021-07-21
mazowieckie;15;0.03;0;0;0;244;10;23528;5215;21;5178;16;t14;2021-07-21
opolskie;0;0;0;0;0;20;1;2041;718;0;718;0;t16;2021-07-21
podkarpackie;4;0.02;1;0;1;51;3;2913;1792;7;1783;2;t18;2021-07-21
podlaskie;5;0.04;0;0;0;30;4;2194;877;8;867;2;t20;2021-07-21
pomorskie;8;0.03;0;0;0;102;8;4404;2668;10;2653;5;t22;2021-07-21
œl¹skie;9;0.02;2;1;1;144;15;6556;4383;10;4365;8;t24;2021-07-21
œwiêtokrzyskie;4;0.03;1;0;1;35;2;1648;1262;4;1253;5;t26;2021-07-21
warmiñsko-mazurskie;3;0.02;0;0;0;42;3;1737;1331;4;1327;0;t28;2021-07-21
wielkopolskie;16;0.05;0;0;0;109;8;6904;2420;19;2398;3;t30;2021-07-21
zachodniopomorskie;3;0.02;1;0;1;47;8;3135;1552;3;1546;3;t32;2021-07-21
