wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;33480;8.73;33;4;29;1259;44853;666689;106663;39053;64694;2916;t00;2022-01-30
dolnoœl¹skie;3363;11.60;2;1;1;69;3781;54571;8656;3863;4453;340;t02;2022-01-30
kujawsko-pomorskie;1285;6.21;0;0;0;104;1583;16236;4530;1550;2878;102;t04;2022-01-30
lubelskie;1483;7.05;0;0;0;106;1882;41248;4966;1704;3194;68;t06;2022-01-30
lubuskie;740;7.33;0;0;0;12;531;8691;2223;852;1303;68;t08;2022-01-30
³ódzkie;2141;8.74;10;2;8;59;2616;54628;6477;2783;3525;169;t10;2022-01-30
ma³opolskie;2540;7.44;7;1;6;49;4384;35863;8623;2916;5343;364;t12;2022-01-30
mazowieckie;4978;9.17;1;0;1;136;8121;120612;17724;5708;11585;431;t14;2022-01-30
opolskie;1068;10.89;0;0;0;15;1056;19064;2898;1240;1586;72;t16;2022-01-30
podkarpackie;959;4.51;1;0;1;29;2674;41913;3879;1158;2647;74;t18;2022-01-30
podlaskie;489;4.16;0;0;0;22;861;12573;1866;574;1274;18;t20;2022-01-30
pomorskie;3226;13.75;0;0;0;100;3083;59575;10064;3733;5983;348;t22;2022-01-30
œl¹skie;5502;12.20;11;0;11;113;7285;108716;15603;6388;8743;472;t24;2022-01-30
œwiêtokrzyskie;566;4.60;0;0;0;17;784;8646;2136;666;1408;62;t26;2022-01-30
warmiñsko-mazurskie;822;5.79;0;0;0;11;1331;16074;2744;996;1730;18;t28;2022-01-30
wielkopolskie;2424;6.93;1;0;1;126;3164;35006;7456;2789;4515;152;t30;2022-01-30
zachodniopomorskie;1725;10.19;0;0;0;291;1619;33174;5343;1956;3237;150;t32;2022-01-30
