wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;33;12;45;0.01;0.00;0.01;1;1;0;66;0;0;532;47;485;0;t00;2023-08-18
dolnoœl¹skie;0;1;1;0;0.00;0.00;0;0;0;2;0;0;9;1;8;0;t02;2023-08-18
kujawsko-pomorskie;5;1;6;0.02;0.00;0.03;0;0;0;4;0;0;15;6;9;0;t04;2023-08-18
lubelskie;1;1;2;0.00;0.00;0.01;0;0;0;4;0;0;14;2;12;0;t06;2023-08-18
lubuskie;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;t08;2023-08-18
³ódzkie;0;3;3;0;0.01;0.01;0;0;0;5;0;0;10;3;7;0;t10;2023-08-18
ma³opolskie;2;2;4;0.01;0.01;0.01;0;0;0;10;0;0;14;4;10;0;t12;2023-08-18
mazowieckie;7;0;7;0.01;0;0.01;0;0;0;10;0;0;319;7;312;0;t14;2023-08-18
opolskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;19;1;18;0;t16;2023-08-18
podkarpackie;0;0;0;0;0;0;0;0;0;2;0;0;8;0;8;0;t18;2023-08-18
podlaskie;2;1;3;0.02;0.01;0.03;0;0;0;4;0;0;15;4;11;0;t20;2023-08-18
pomorskie;0;1;1;0;0.00;0.00;0;0;0;1;0;0;14;1;13;0;t22;2023-08-18
œl¹skie;4;0;4;0.01;0;0.01;0;0;0;7;0;0;20;4;16;0;t24;2023-08-18
œwiêtokrzyskie;1;0;1;0.01;0;0.01;0;0;0;1;0;0;1;1;0;0;t26;2023-08-18
warmiñsko-mazurskie;6;1;7;0.04;0.01;0.05;0;0;0;8;0;0;11;8;3;0;t28;2023-08-18
wielkopolskie;2;0;2;0.01;0;0.01;0;0;0;3;0;0;9;2;7;0;t30;2023-08-18
zachodniopomorskie;2;1;3;0.01;0.01;0.02;1;1;0;5;0;0;11;3;8;0;t32;2023-08-18
