wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;93;7;100;0.02;0.00;0.03;0;0;0;5;0;0;2464;132;2322;10;t00;2022-11-05
dolnoœl¹skie;4;0;4;0.01;0;0.01;0;0;0;0;0;0;88;6;79;3;t02;2022-11-05
kujawsko-pomorskie;4;0;4;0.02;0;0.02;0;0;0;0;0;0;69;4;63;2;t04;2022-11-05
lubelskie;5;0;5;0.02;0;0.02;0;0;0;0;0;0;93;8;85;0;t06;2022-11-05
lubuskie;2;1;3;0.02;0.01;0.03;0;0;0;0;0;0;39;4;35;0;t08;2022-11-05
³ódzkie;6;1;7;0.02;0.00;0.03;0;0;0;1;0;0;98;7;90;1;t10;2022-11-05
ma³opolskie;9;1;10;0.03;0.00;0.03;0;0;0;0;0;0;178;10;167;1;t12;2022-11-05
mazowieckie;7;1;8;0.01;0.00;0.01;0;0;0;1;0;0;471;11;460;0;t14;2022-11-05
opolskie;2;0;2;0.02;0;0.02;0;0;0;0;0;0;65;3;62;0;t16;2022-11-05
podkarpackie;9;0;9;0.04;0;0.04;0;0;0;0;0;0;119;10;109;0;t18;2022-11-05
podlaskie;2;0;2;0.02;0;0.02;0;0;0;0;0;0;41;2;39;0;t20;2022-11-05
pomorskie;9;0;9;0.04;0;0.04;0;0;0;0;0;0;120;11;109;0;t22;2022-11-05
œl¹skie;2;2;4;0.00;0.00;0.01;0;0;0;0;0;0;184;4;179;1;t24;2022-11-05
œwiêtokrzyskie;7;1;8;0.06;0.01;0.07;0;0;0;0;0;0;115;9;106;0;t26;2022-11-05
warmiñsko-mazurskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;69;2;67;0;t28;2022-11-05
wielkopolskie;6;0;6;0.02;0;0.02;0;0;0;3;0;0;102;8;94;0;t30;2022-11-05
zachodniopomorskie;3;0;3;0.02;0;0.02;0;0;0;0;0;0;79;7;72;0;t32;2022-11-05
