wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;3730;0.97;342;88;254;7953;2685;115045;57175;4189;52448;538;t00;2021-05-12
dolnoœl¹skie;378;1.30;33;9;24;659;260;10081;4219;449;3723;47;t02;2021-05-12
kujawsko-pomorskie;202;0.98;12;0;12;479;155;4995;2607;216;2368;23;t04;2021-05-12
lubelskie;182;0.87;14;1;13;448;132;6365;2501;210;2265;26;t06;2021-05-12
lubuskie;98;0.97;12;4;8;167;70;2843;1565;108;1441;16;t08;2021-05-12
³ódzkie;308;1.26;25;5;20;603;222;8786;4260;338;3893;29;t10;2021-05-12
ma³opolskie;269;0.79;30;7;23;547;257;8660;3925;295;3598;32;t12;2021-05-12
mazowieckie;464;0.85;40;21;19;1066;316;21284;9527;532;8897;98;t14;2021-05-12
opolskie;176;1.79;7;1;6;188;90;3478;1499;190;1294;15;t16;2021-05-12
podkarpackie;84;0.40;8;1;7;296;49;3276;2615;100;2503;12;t18;2021-05-12
podlaskie;76;0.65;7;1;6;210;36;2164;1312;90;1220;2;t20;2021-05-12
pomorskie;227;0.97;29;1;28;448;154;6703;3209;242;2918;49;t22;2021-05-12
œl¹skie;492;1.09;57;13;44;989;418;13110;6151;559;5527;65;t24;2021-05-12
œwiêtokrzyskie;101;0.82;17;3;14;210;63;2619;1671;119;1522;30;t26;2021-05-12
warmiñsko-mazurskie;104;0.73;3;2;1;329;59;2803;1895;121;1763;11;t28;2021-05-12
wielkopolskie;382;1.09;31;19;12;837;238;12395;4709;414;4263;32;t30;2021-05-12
zachodniopomorskie;160;0.94;17;0;17;469;157;5424;2393;176;2179;38;t32;2021-05-12
