wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;4612;1.20;144;35;109;575;10402;166019;43353;5056;37768;529;t00;2021-05-01
dolnoœl¹skie;477;1.65;6;3;3;25;1134;15598;3025;510;2483;32;t02;2021-05-01
kujawsko-pomorskie;248;1.20;7;0;7;49;490;7291;1654;264;1372;18;t04;2021-05-01
lubelskie;154;0.73;3;1;2;34;469;7773;1771;169;1574;28;t06;2021-05-01
lubuskie;108;1.07;2;1;1;12;213;3933;1170;120;1040;10;t08;2021-05-01
³ódzkie;235;0.96;8;5;3;76;758;11355;2244;273;1932;39;t10;2021-05-01
ma³opolskie;478;1.40;3;2;1;41;873;13490;4320;538;3722;60;t12;2021-05-01
mazowieckie;596;1.10;13;3;10;38;1339;24715;6700;674;5929;97;t14;2021-05-01
opolskie;211;2.15;3;0;3;12;338;4277;1561;224;1329;8;t16;2021-05-01
podkarpackie;106;0.50;10;1;9;56;281;5093;1996;121;1850;25;t18;2021-05-01
podlaskie;73;0.62;1;0;1;7;200;2786;808;83;723;2;t20;2021-05-01
pomorskie;285;1.21;4;0;4;16;491;8368;2791;314;2434;43;t22;2021-05-01
œl¹skie;724;1.61;27;3;24;65;1564;21201;4586;777;3733;76;t24;2021-05-01
œwiêtokrzyskie;126;1.02;9;3;6;5;324;4284;1310;140;1147;23;t26;2021-05-01
warmiñsko-mazurskie;75;0.53;0;0;0;6;281;3918;1142;78;1062;2;t28;2021-05-01
wielkopolskie;471;1.35;34;13;21;78;1120;17485;3348;493;2830;25;t30;2021-05-01
zachodniopomorskie;199;1.18;14;0;14;54;478;7354;1857;232;1607;18;t32;2021-05-01
