wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1068;118;1186;0.28;0.03;0.31;39;8;31;1729;73;4;15501;1505;13931;65;t00;2022-04-13
dolnoœl¹skie;106;9;115;0.37;0.03;0.40;3;2;1;143;22;0;1218;150;1057;11;t02;2022-04-13
kujawsko-pomorskie;34;7;41;0.16;0.03;0.20;5;1;4;97;4;0;629;50;577;2;t04;2022-04-13
lubelskie;94;6;100;0.45;0.03;0.48;0;0;0;103;3;0;1157;121;1033;3;t06;2022-04-13
lubuskie;25;0;25;0.25;0;0.25;2;1;1;43;0;0;383;42;336;5;t08;2022-04-13
³ódzkie;63;6;69;0.26;0.02;0.28;2;0;2;111;10;0;814;76;733;5;t10;2022-04-13
ma³opolskie;89;7;96;0.26;0.02;0.28;2;1;1;156;1;0;1139;106;1030;3;t12;2022-04-13
mazowieckie;202;24;226;0.37;0.04;0.42;2;0;2;301;5;2;3248;323;2905;20;t14;2022-04-13
opolskie;29;2;31;0.30;0.02;0.32;0;0;0;31;0;0;324;38;285;1;t16;2022-04-13
podkarpackie;25;6;31;0.12;0.03;0.15;0;0;0;41;3;0;528;41;487;0;t18;2022-04-13
podlaskie;23;6;29;0.20;0.05;0.25;1;0;1;66;4;0;401;40;360;1;t20;2022-04-13
pomorskie;73;8;81;0.31;0.03;0.35;10;1;9;148;0;0;973;92;880;1;t22;2022-04-13
œl¹skie;125;15;140;0.28;0.03;0.31;1;1;0;180;5;1;1134;155;976;3;t24;2022-04-13
œwiêtokrzyskie;20;1;21;0.16;0.01;0.17;0;0;0;57;5;0;500;30;470;0;t26;2022-04-13
warmiñsko-mazurskie;23;3;26;0.16;0.02;0.18;3;1;2;57;3;0;577;38;538;1;t28;2022-04-13
wielkopolskie;52;8;60;0.15;0.02;0.17;3;0;3;105;4;0;834;77;755;2;t30;2022-04-13
zachodniopomorskie;55;10;65;0.32;0.06;0.38;5;0;5;89;4;1;753;91;657;5;t32;2022-04-13
