wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;898;313;1211;0.23;0.08;0.32;8;1;7;1193;0;0;5931;1279;4639;13;t00;2023-02-07
dolnoœl¹skie;54;22;76;0.19;0.08;0.26;0;0;0;55;0;0;295;79;216;0;t02;2023-02-07
kujawsko-pomorskie;55;16;71;0.27;0.08;0.34;0;0;0;68;0;0;256;80;176;0;t04;2023-02-07
lubelskie;43;19;62;0.20;0.09;0.29;0;0;0;59;0;0;408;65;343;0;t06;2023-02-07
lubuskie;26;3;29;0.26;0.03;0.29;1;1;0;33;0;0;113;29;84;0;t08;2023-02-07
³ódzkie;60;13;73;0.25;0.05;0.30;0;0;0;80;0;0;367;85;281;1;t10;2023-02-07
ma³opolskie;90;27;117;0.26;0.08;0.34;0;0;0;139;0;0;447;119;327;1;t12;2023-02-07
mazowieckie;128;60;188;0.24;0.11;0.35;0;0;0;154;0;0;1120;191;926;3;t14;2023-02-07
opolskie;20;11;31;0.20;0.11;0.32;0;0;0;17;0;0;219;36;182;1;t16;2023-02-07
podkarpackie;36;8;44;0.17;0.04;0.21;0;0;0;32;0;0;246;45;201;0;t18;2023-02-07
podlaskie;30;12;42;0.25;0.10;0.36;1;0;1;35;0;0;221;44;176;1;t20;2023-02-07
pomorskie;35;12;47;0.15;0.05;0.20;1;0;1;86;0;0;227;47;178;2;t22;2023-02-07
œl¹skie;162;62;224;0.36;0.14;0.50;1;0;1;214;0;0;654;234;419;1;t24;2023-02-07
œwiêtokrzyskie;21;6;27;0.17;0.05;0.22;0;0;0;15;0;0;138;29;109;0;t26;2023-02-07
warmiñsko-mazurskie;26;8;34;0.18;0.06;0.24;0;0;0;46;0;0;268;37;231;0;t28;2023-02-07
wielkopolskie;61;16;77;0.17;0.05;0.22;2;0;2;51;0;0;312;83;228;1;t30;2023-02-07
zachodniopomorskie;30;13;43;0.18;0.08;0.25;2;0;2;107;0;0;300;45;254;1;t32;2023-02-07
