wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;25;8;33;0.01;0.00;0.01;0;0;0;6;0;0;509;37;472;0;t00;2024-10-19
dolnoœl¹skie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;1;1;0;0;t02;2024-10-19
kujawsko-pomorskie;1;1;2;0.00;0.00;0.01;0;0;0;0;0;0;3;2;1;0;t04;2024-10-19
lubelskie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;7;2;5;0;t06;2024-10-19
lubuskie;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;t08;2024-10-19
³ódzkie;3;2;5;0.01;0.01;0.02;0;0;0;0;0;0;15;6;9;0;t10;2024-10-19
ma³opolskie;5;0;5;0.01;0;0.01;0;0;0;0;0;0;53;5;48;0;t12;2024-10-19
mazowieckie;2;2;4;0.00;0.00;0.01;0;0;0;0;0;0;308;4;304;0;t14;2024-10-19
opolskie;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;t16;2024-10-19
podkarpackie;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;t18;2024-10-19
podlaskie;2;0;2;0.02;0;0.02;0;0;0;0;0;0;12;2;10;0;t20;2024-10-19
pomorskie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;12;1;11;0;t22;2024-10-19
œl¹skie;1;0;1;0.00;0;0.00;0;0;0;1;0;0;20;1;19;0;t24;2024-10-19
œwiêtokrzyskie;5;2;7;0.04;0.02;0.06;0;0;0;5;0;0;20;7;13;0;t26;2024-10-19
warmiñsko-mazurskie;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;t28;2024-10-19
wielkopolskie;2;0;2;0.01;0;0.01;0;0;0;0;0;0;11;2;9;0;t30;2024-10-19
zachodniopomorskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;4;2;2;0;t32;2024-10-19
