wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1537;0.40;3;1;2;274;1924;113597;22364;1716;20562;86;t00;2021-10-17
dolnoœl¹skie;47;0.16;0;0;0;6;74;5584;1049;50;996;3;t02;2021-10-17
kujawsko-pomorskie;67;0.32;2;1;1;18;48;3548;1006;72;931;3;t04;2021-10-17
lubelskie;290;1.38;0;0;0;44;420;16756;1609;310;1289;10;t06;2021-10-17
lubuskie;21;0.21;0;0;0;0;19;2305;500;25;473;2;t08;2021-10-17
³ódzkie;70;0.29;0;0;0;10;84;8157;1258;75;1180;3;t10;2021-10-17
ma³opolskie;63;0.18;1;0;1;16;99;4746;1810;73;1721;16;t12;2021-10-17
mazowieckie;342;0.63;0;0;0;75;341;26955;3505;382;3103;20;t14;2021-10-17
opolskie;22;0.22;0;0;0;0;18;1995;438;25;413;0;t16;2021-10-17
podkarpackie;67;0.32;0;0;0;1;89;4222;1464;79;1384;1;t18;2021-10-17
podlaskie;139;1.18;0;0;0;6;210;9718;730;161;567;2;t20;2021-10-17
pomorskie;56;0.24;0;0;0;6;110;6874;1634;59;1571;4;t22;2021-10-17
œl¹skie;83;0.18;0;0;0;3;118;5428;2320;94;2217;9;t24;2021-10-17
œwiêtokrzyskie;34;0.28;0;0;0;1;23;1268;744;43;700;1;t26;2021-10-17
warmiñsko-mazurskie;24;0.17;0;0;0;6;79;3622;642;29;612;1;t28;2021-10-17
wielkopolskie;68;0.19;0;0;0;13;101;6650;1244;76;1165;3;t30;2021-10-17
zachodniopomorskie;117;0.69;0;0;0;69;85;5753;1142;134;1001;7;t32;2021-10-17
