wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;167;0.04;5;1;4;1482;112;80131;37501;232;37201;68;t00;2021-07-28
dolnoœl¹skie;8;0.03;0;0;0;119;6;7341;2364;11;2352;1;t02;2021-07-28
kujawsko-pomorskie;9;0.04;3;1;2;63;8;2491;1762;14;1742;6;t04;2021-07-28
lubelskie;14;0.07;0;0;0;98;7;3858;1656;16;1638;2;t06;2021-07-28
lubuskie;5;0.05;0;0;0;32;3;1815;782;6;775;1;t08;2021-07-28
³ódzkie;3;0.01;0;0;0;257;11;6831;2610;4;2600;6;t10;2021-07-28
ma³opolskie;24;0.07;0;0;0;105;16;5253;2887;31;2840;16;t12;2021-07-28
mazowieckie;15;0.03;0;0;0;243;14;22790;5313;18;5282;13;t14;2021-07-28
opolskie;4;0.04;0;0;0;21;1;1828;812;6;805;1;t16;2021-07-28
podkarpackie;21;0.10;0;0;0;56;6;2994;2243;44;2195;4;t18;2021-07-28
podlaskie;9;0.08;0;0;0;39;5;2340;983;12;970;1;t20;2021-07-28
pomorskie;14;0.06;2;0;2;88;3;4016;2183;16;2165;2;t22;2021-07-28
œl¹skie;12;0.03;0;0;0;147;11;6207;4001;18;3982;1;t24;2021-07-28
œwiêtokrzyskie;3;0.02;0;0;0;32;1;1667;1263;4;1256;3;t26;2021-07-28
warmiñsko-mazurskie;7;0.05;0;0;0;26;4;1526;1256;10;1245;1;t28;2021-07-28
wielkopolskie;9;0.03;0;0;0;111;7;6487;2324;12;2309;3;t30;2021-07-28
zachodniopomorskie;4;0.02;0;0;0;42;9;2660;1580;4;1571;5;t32;2021-07-28
