wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;212;0.06;4;3;1;1731;232;59999;38847;262;38522;63;t00;2021-08-19
dolnoœl¹skie;13;0.04;0;0;0;140;11;5783;2536;15;2518;3;t02;2021-08-19
kujawsko-pomorskie;13;0.06;0;0;0;70;7;1781;1497;16;1476;5;t04;2021-08-19
lubelskie;9;0.04;1;1;0;126;19;2799;1778;10;1766;2;t06;2021-08-19
lubuskie;2;0.02;0;0;0;39;2;1545;911;4;905;2;t08;2021-08-19
³ódzkie;14;0.06;0;0;0;111;13;4438;2673;15;2654;4;t10;2021-08-19
ma³opolskie;30;0.09;0;0;0;153;23;3663;3154;36;3114;4;t12;2021-08-19
mazowieckie;31;0.06;2;2;0;339;41;17373;4660;36;4610;14;t14;2021-08-19
opolskie;3;0.03;0;0;0;50;6;1528;973;4;968;1;t16;2021-08-19
podkarpackie;12;0.06;0;0;0;90;12;1868;2331;24;2306;1;t18;2021-08-19
podlaskie;11;0.09;0;0;0;51;6;1209;998;12;985;1;t20;2021-08-19
pomorskie;11;0.05;0;0;0;106;21;3471;2255;11;2240;4;t22;2021-08-19
œl¹skie;19;0.04;0;0;0;172;24;5053;4429;24;4395;10;t24;2021-08-19
œwiêtokrzyskie;1;0.01;1;0;1;34;9;833;1112;2;1109;1;t26;2021-08-19
warmiñsko-mazurskie;8;0.06;0;0;0;55;9;1168;1197;10;1186;1;t28;2021-08-19
wielkopolskie;15;0.04;0;0;0;127;16;5328;2466;19;2442;5;t30;2021-08-19
zachodniopomorskie;17;0.10;0;0;0;66;10;2133;1594;20;1572;2;t32;2021-08-19
