wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;394;112;506;0.10;0.03;0.13;15;3;12;1456;0;0;7044;555;6459;30;t00;2022-11-15
dolnoœl¹skie;42;7;49;0.14;0.02;0.17;1;1;0;104;0;0;362;55;307;0;t02;2022-11-15
kujawsko-pomorskie;17;7;24;0.08;0.03;0.12;1;1;0;91;0;0;325;27;294;4;t04;2022-11-15
lubelskie;18;8;26;0.09;0.04;0.12;0;0;0;114;0;0;583;30;550;3;t06;2022-11-15
lubuskie;18;5;23;0.18;0.05;0.23;1;1;0;33;0;0;227;24;198;5;t08;2022-11-15
³ódzkie;29;5;34;0.12;0.02;0.14;0;0;0;86;0;0;288;34;253;1;t10;2022-11-15
ma³opolskie;38;13;51;0.11;0.04;0.15;3;0;3;141;0;0;525;51;474;0;t12;2022-11-15
mazowieckie;49;15;64;0.09;0.03;0.12;3;0;3;224;0;0;1202;68;1130;4;t14;2022-11-15
opolskie;10;4;14;0.10;0.04;0.14;0;0;0;37;0;0;238;18;218;2;t16;2022-11-15
podkarpackie;22;4;26;0.10;0.02;0.12;1;0;1;50;0;0;299;27;271;1;t18;2022-11-15
podlaskie;18;0;18;0.15;0;0.15;1;0;1;63;0;0;235;24;209;2;t20;2022-11-15
pomorskie;25;10;35;0.11;0.04;0.15;1;0;1;91;0;0;563;39;521;3;t22;2022-11-15
œl¹skie;34;14;48;0.08;0.03;0.11;1;0;1;180;0;0;668;49;618;1;t24;2022-11-15
œwiêtokrzyskie;13;2;15;0.11;0.02;0.12;2;0;2;59;0;0;244;17;227;0;t26;2022-11-15
warmiñsko-mazurskie;10;2;12;0.07;0.01;0.08;0;0;0;52;0;0;275;15;260;0;t28;2022-11-15
wielkopolskie;33;12;45;0.09;0.03;0.13;0;0;0;85;0;0;474;49;421;4;t30;2022-11-15
zachodniopomorskie;10;2;12;0.06;0.01;0.07;0;0;0;45;0;0;206;15;191;0;t32;2022-11-15
