wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;49;4;53;0.01;0.00;0.01;0;0;0;22;12;0;2813;65;2745;3;t00;2022-06-05
dolnoœl¹skie;0;0;0;0;0;0;0;0;0;0;0;0;62;1;61;0;t02;2022-06-05
kujawsko-pomorskie;0;0;0;0;0;0;0;0;0;0;0;0;46;0;46;0;t04;2022-06-05
lubelskie;0;0;0;0;0;0;0;0;0;1;5;0;85;1;84;0;t06;2022-06-05
lubuskie;0;0;0;0;0;0;0;0;0;0;1;0;29;0;29;0;t08;2022-06-05
³ódzkie;2;0;2;0.01;0;0.01;0;0;0;13;0;0;89;2;86;1;t10;2022-06-05
ma³opolskie;1;0;1;0.00;0;0.00;0;0;0;1;0;0;375;1;373;1;t12;2022-06-05
mazowieckie;15;1;16;0.03;0.00;0.03;0;0;0;0;0;0;674;17;657;0;t14;2022-06-05
opolskie;2;0;2;0.02;0;0.02;0;0;0;1;1;0;40;2;38;0;t16;2022-06-05
podkarpackie;4;1;5;0.02;0.00;0.02;0;0;0;0;2;0;197;7;190;0;t18;2022-06-05
podlaskie;2;1;3;0.02;0.01;0.03;0;0;0;3;0;0;50;3;47;0;t20;2022-06-05
pomorskie;1;0;1;0.00;0;0.00;0;0;0;0;2;0;157;2;155;0;t22;2022-06-05
œl¹skie;9;1;10;0.02;0.00;0.02;0;0;0;0;1;0;274;12;262;0;t24;2022-06-05
œwiêtokrzyskie;0;0;0;0;0;0;0;0;0;0;0;0;99;0;98;1;t26;2022-06-05
warmiñsko-mazurskie;3;0;3;0.02;0;0.02;0;0;0;1;0;0;69;4;65;0;t28;2022-06-05
wielkopolskie;3;0;3;0.01;0;0.01;0;0;0;0;0;0;135;3;132;0;t30;2022-06-05
zachodniopomorskie;2;0;2;0.01;0;0.01;0;0;0;2;0;0;49;4;45;0;t32;2022-06-05
