wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;597;172;769;0.16;0.04;0.20;5;4;1;1670;0;0;5043;804;4233;6;t00;2024-01-23
dolnoœl¹skie;20;9;29;0.07;0.03;0.10;0;0;0;66;0;0;188;31;157;0;t02;2024-01-23
kujawsko-pomorskie;37;15;52;0.18;0.07;0.25;0;0;0;134;0;0;351;55;293;3;t04;2024-01-23
lubelskie;72;21;93;0.34;0.10;0.44;1;0;1;184;0;0;304;97;207;0;t06;2024-01-23
lubuskie;12;5;17;0.12;0.05;0.17;0;0;0;42;0;0;125;17;108;0;t08;2024-01-23
³ódzkie;24;3;27;0.10;0.01;0.11;2;2;0;90;0;0;219;28;191;0;t10;2024-01-23
ma³opolskie;54;5;59;0.16;0.01;0.17;0;0;0;151;0;0;307;59;248;0;t12;2024-01-23
mazowieckie;72;34;106;0.13;0.06;0.20;0;0;0;136;0;0;700;113;587;0;t14;2024-01-23
opolskie;24;2;26;0.24;0.02;0.27;1;1;0;12;0;0;119;28;91;0;t16;2024-01-23
podkarpackie;51;9;60;0.24;0.04;0.28;0;0;0;154;0;0;310;62;248;0;t18;2024-01-23
podlaskie;33;8;41;0.28;0.07;0.35;1;1;0;95;0;0;214;42;172;0;t20;2024-01-23
pomorskie;7;3;10;0.03;0.01;0.04;0;0;0;70;0;0;178;10;168;0;t22;2024-01-23
œl¹skie;45;15;60;0.10;0.03;0.13;0;0;0;261;0;0;670;62;605;3;t24;2024-01-23
œwiêtokrzyskie;21;2;23;0.17;0.02;0.19;0;0;0;29;0;0;107;23;84;0;t26;2024-01-23
warmiñsko-mazurskie;25;9;34;0.18;0.06;0.24;0;0;0;84;0;0;296;38;258;0;t28;2024-01-23
wielkopolskie;36;12;48;0.10;0.03;0.14;0;0;0;89;0;0;236;48;188;0;t30;2024-01-23
zachodniopomorskie;20;9;29;0.12;0.05;0.17;0;0;0;71;0;0;255;30;225;0;t32;2024-01-23
