wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;644;78;722;0.17;0.02;0.19;0;0;0;30;4;0;3452;778;2659;15;t00;2022-08-21
dolnoœl¹skie;37;2;39;0.13;0.01;0.13;0;0;0;0;0;0;130;43;87;0;t02;2022-08-21
kujawsko-pomorskie;25;2;27;0.12;0.01;0.13;0;0;0;1;1;0;96;28;68;0;t04;2022-08-21
lubelskie;35;8;43;0.17;0.04;0.20;0;0;0;6;0;0;215;43;172;0;t06;2022-08-21
lubuskie;15;4;19;0.15;0.04;0.19;0;0;0;0;0;0;67;23;44;0;t08;2022-08-21
³ódzkie;27;8;35;0.11;0.03;0.14;0;0;0;14;1;0;203;37;166;0;t10;2022-08-21
ma³opolskie;59;5;64;0.17;0.01;0.19;0;0;0;0;0;0;259;66;192;1;t12;2022-08-21
mazowieckie;98;14;112;0.18;0.03;0.21;0;0;0;4;1;0;687;117;567;3;t14;2022-08-21
opolskie;13;2;15;0.13;0.02;0.15;0;0;0;0;0;0;81;19;62;0;t16;2022-08-21
podkarpackie;45;4;49;0.21;0.02;0.23;0;0;0;0;0;0;238;54;184;0;t18;2022-08-21
podlaskie;25;2;27;0.21;0.02;0.23;0;0;0;1;0;0;88;28;59;1;t20;2022-08-21
pomorskie;43;6;49;0.18;0.03;0.21;0;0;0;2;1;0;181;53;123;5;t22;2022-08-21
œl¹skie;60;8;68;0.13;0.02;0.15;0;0;0;2;0;0;336;76;258;2;t24;2022-08-21
œwiêtokrzyskie;24;1;25;0.20;0.01;0.20;0;0;0;0;0;0;204;26;178;0;t26;2022-08-21
warmiñsko-mazurskie;23;2;25;0.16;0.01;0.18;0;0;0;0;0;0;127;26;101;0;t28;2022-08-21
wielkopolskie;46;7;53;0.13;0.02;0.15;0;0;0;0;0;0;229;63;165;1;t30;2022-08-21
zachodniopomorskie;28;3;31;0.17;0.02;0.18;0;0;0;0;0;0;114;34;80;0;t32;2022-08-21
