wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1234;0.32;22;6;16;5994;413;83537;45858;1419;44289;150;t00;2021-09-28
dolnoœl¹skie;73;0.25;3;1;2;425;16;6218;3018;78;2932;8;t02;2021-09-28
kujawsko-pomorskie;38;0.18;3;0;3;334;23;2584;2377;47;2316;14;t04;2021-09-28
lubelskie;220;1.05;3;1;2;702;37;7189;2853;234;2606;13;t06;2021-09-28
lubuskie;20;0.20;0;0;0;112;7;2003;1128;26;1094;8;t08;2021-09-28
³ódzkie;77;0.31;1;0;1;357;23;6293;3198;92;3096;10;t10;2021-09-28
ma³opolskie;82;0.24;1;0;1;441;36;4752;3217;95;3113;9;t12;2021-09-28
mazowieckie;194;0.36;5;1;4;926;84;23978;7297;215;7062;20;t14;2021-09-28
opolskie;14;0.14;0;0;0;126;7;1736;920;14;903;3;t16;2021-09-28
podkarpackie;67;0.32;0;0;0;243;24;2653;2935;107;2822;6;t18;2021-09-28
podlaskie;114;0.97;3;1;2;252;20;2663;1285;122;1157;6;t20;2021-09-28
pomorskie;70;0.30;0;0;0;343;17;4675;2486;75;2406;5;t22;2021-09-28
œl¹skie;59;0.13;2;2;0;561;29;5369;4847;75;4765;7;t24;2021-09-28
œwiêtokrzyskie;12;0.10;0;0;0;112;13;1308;1249;14;1234;1;t26;2021-09-28
warmiñsko-mazurskie;48;0.34;0;0;0;208;10;1753;1356;54;1295;7;t28;2021-09-28
wielkopolskie;53;0.15;0;0;0;479;33;6727;2707;56;2626;25;t30;2021-09-28
zachodniopomorskie;79;0.47;1;0;1;358;30;3597;2260;99;2156;5;t32;2021-09-28
