wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;44;19;63;0.01;0.00;0.02;1;0;1;123;0;0;755;64;691;0;t00;2024-06-10
dolnoœl¹skie;3;1;4;0.01;0.00;0.01;0;0;0;4;0;0;22;4;18;0;t02;2024-06-10
kujawsko-pomorskie;2;2;4;0.01;0.01;0.02;0;0;0;14;0;0;40;4;36;0;t04;2024-06-10
lubelskie;2;0;2;0.01;0;0.01;0;0;0;11;0;0;48;3;45;0;t06;2024-06-10
lubuskie;0;1;1;0;0.01;0.01;0;0;0;1;0;0;4;1;3;0;t08;2024-06-10
³ódzkie;0;1;1;0;0.00;0.00;0;0;0;7;0;0;9;1;8;0;t10;2024-06-10
ma³opolskie;2;3;5;0.01;0.01;0.01;0;0;0;11;0;0;34;5;29;0;t12;2024-06-10
mazowieckie;6;1;7;0.01;0.00;0.01;0;0;0;11;0;0;332;7;325;0;t14;2024-06-10
opolskie;0;0;0;0;0;0;0;0;0;0;0;0;22;0;22;0;t16;2024-06-10
podkarpackie;2;1;3;0.01;0.00;0.01;0;0;0;6;0;0;28;3;25;0;t18;2024-06-10
podlaskie;8;3;11;0.07;0.03;0.09;0;0;0;9;0;0;19;11;8;0;t20;2024-06-10
pomorskie;4;1;5;0.02;0.00;0.02;0;0;0;8;0;0;68;5;63;0;t22;2024-06-10
œl¹skie;3;3;6;0.01;0.01;0.01;0;0;0;27;0;0;49;6;43;0;t24;2024-06-10
œwiêtokrzyskie;3;0;3;0.02;0;0.02;0;0;0;3;0;0;5;3;2;0;t26;2024-06-10
warmiñsko-mazurskie;1;0;1;0.01;0;0.01;0;0;0;5;0;0;18;1;17;0;t28;2024-06-10
wielkopolskie;4;0;4;0.01;0;0.01;0;0;0;3;0;0;15;4;11;0;t30;2024-06-10
zachodniopomorskie;4;0;4;0.02;0;0.02;1;0;1;3;0;0;17;4;13;0;t32;2024-06-10
