wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1154;115;1269;0.30;0.03;0.33;40;10;30;1766;84;4;16869;1495;15312;62;t00;2022-04-12
dolnoœl¹skie;119;9;128;0.41;0.03;0.44;3;1;2;148;8;0;1177;146;1023;8;t02;2022-04-12
kujawsko-pomorskie;47;0;47;0.23;0;0.23;0;0;0;106;4;0;723;55;667;1;t04;2022-04-12
lubelskie;82;12;94;0.39;0.06;0.45;8;0;8;124;10;0;1003;103;898;2;t06;2022-04-12
lubuskie;13;1;14;0.13;0.01;0.14;1;0;1;58;0;0;347;14;332;1;t08;2022-04-12
³ódzkie;87;11;98;0.36;0.04;0.40;5;4;1;104;7;0;1203;133;1063;7;t10;2022-04-12
ma³opolskie;103;5;108;0.30;0.01;0.32;2;1;1;154;12;0;1123;121;1000;2;t12;2022-04-12
mazowieckie;220;29;249;0.41;0.05;0.46;3;1;2;328;3;2;3017;288;2711;18;t14;2022-04-12
opolskie;34;2;36;0.35;0.02;0.37;3;0;3;32;2;0;607;38;569;0;t16;2022-04-12
podkarpackie;38;6;44;0.18;0.03;0.21;0;0;0;41;5;0;843;65;775;3;t18;2022-04-12
podlaskie;32;3;35;0.27;0.03;0.30;0;0;0;68;3;0;429;44;383;2;t20;2022-04-12
pomorskie;72;9;81;0.31;0.04;0.35;0;0;0;110;0;0;936;92;842;2;t22;2022-04-12
œl¹skie;118;9;127;0.26;0.02;0.28;5;1;4;157;5;1;1446;145;1299;2;t24;2022-04-12
œwiêtokrzyskie;38;6;44;0.31;0.05;0.36;0;0;0;84;10;0;612;52;556;4;t26;2022-04-12
warmiñsko-mazurskie;35;4;39;0.25;0.03;0.27;4;2;2;62;1;0;886;45;840;1;t28;2022-04-12
wielkopolskie;40;3;43;0.11;0.01;0.12;5;0;5;88;10;0;799;53;741;5;t30;2022-04-12
zachodniopomorskie;55;6;61;0.32;0.04;0.36;1;0;1;98;4;1;825;76;747;2;t32;2022-04-12
