wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;15;7;22;0.00;0.00;0.01;2;1;1;250;0;0;991;22;969;0;t00;2024-04-22
dolnoœl¹skie;0;0;0;0;0;0;0;0;0;13;0;0;34;0;34;0;t02;2024-04-22
kujawsko-pomorskie;0;1;1;0;0.00;0.00;1;0;1;22;0;0;68;1;67;0;t04;2024-04-22
lubelskie;3;1;4;0.01;0.00;0.02;0;0;0;26;0;0;54;4;50;0;t06;2024-04-22
lubuskie;0;0;0;0;0;0;0;0;0;2;0;0;12;0;12;0;t08;2024-04-22
³ódzkie;2;0;2;0.01;0;0.01;0;0;0;21;0;0;36;2;34;0;t10;2024-04-22
ma³opolskie;2;1;3;0.01;0.00;0.01;1;1;0;25;0;0;48;3;45;0;t12;2024-04-22
mazowieckie;1;2;3;0.00;0.00;0.01;0;0;0;20;0;0;350;3;347;0;t14;2024-04-22
opolskie;0;0;0;0;0;0;0;0;0;0;0;0;17;0;17;0;t16;2024-04-22
podkarpackie;0;0;0;0;0;0;0;0;0;28;0;0;48;0;48;0;t18;2024-04-22
podlaskie;1;0;1;0.01;0;0.01;0;0;0;12;0;0;45;1;44;0;t20;2024-04-22
pomorskie;0;0;0;0;0;0;0;0;0;15;0;0;43;0;43;0;t22;2024-04-22
œl¹skie;4;1;5;0.01;0.00;0.01;0;0;0;27;0;0;79;5;74;0;t24;2024-04-22
œwiêtokrzyskie;1;0;1;0.01;0;0.01;0;0;0;3;0;0;8;1;7;0;t26;2024-04-22
warmiñsko-mazurskie;0;1;1;0;0.01;0.01;0;0;0;16;0;0;40;1;39;0;t28;2024-04-22
wielkopolskie;0;0;0;0;0;0;0;0;0;9;0;0;33;0;33;0;t30;2024-04-22
zachodniopomorskie;1;0;1;0.01;0;0.01;0;0;0;9;0;0;42;1;41;0;t32;2024-04-22
