wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;63;25;88;0.02;0.01;0.02;1;1;0;285;0;0;2670;120;2547;3;t00;2023-05-19
dolnoœl¹skie;7;1;8;0.02;0.00;0.03;0;0;0;9;0;0;102;8;94;0;t02;2023-05-19
kujawsko-pomorskie;0;1;1;0;0.00;0.00;0;0;0;14;0;0;102;2;100;0;t04;2023-05-19
lubelskie;8;5;13;0.04;0.02;0.06;0;0;0;26;0;0;295;16;279;0;t06;2023-05-19
lubuskie;2;0;2;0.02;0;0.02;0;0;0;4;0;0;52;2;50;0;t08;2023-05-19
³ódzkie;3;0;3;0.01;0;0.01;0;0;0;19;0;0;119;3;115;1;t10;2023-05-19
ma³opolskie;4;1;5;0.01;0.00;0.01;1;1;0;34;0;0;127;5;122;0;t12;2023-05-19
mazowieckie;7;2;9;0.01;0.00;0.02;0;0;0;45;0;0;527;9;518;0;t14;2023-05-19
opolskie;3;2;5;0.03;0.02;0.05;0;0;0;2;0;0;149;6;143;0;t16;2023-05-19
podkarpackie;4;0;4;0.02;0;0.02;0;0;0;22;0;0;126;6;120;0;t18;2023-05-19
podlaskie;4;1;5;0.03;0.01;0.04;0;0;0;15;0;0;64;5;59;0;t20;2023-05-19
pomorskie;3;3;6;0.01;0.01;0.03;0;0;0;17;0;0;137;11;125;1;t22;2023-05-19
œl¹skie;9;4;13;0.02;0.01;0.03;0;0;0;33;0;0;274;15;258;1;t24;2023-05-19
œwiêtokrzyskie;1;1;2;0.01;0.01;0.02;0;0;0;2;0;0;58;6;52;0;t26;2023-05-19
warmiñsko-mazurskie;1;2;3;0.01;0.01;0.02;0;0;0;14;0;0;91;4;87;0;t28;2023-05-19
wielkopolskie;4;1;5;0.01;0.00;0.01;0;0;0;7;0;0;99;5;94;0;t30;2023-05-19
zachodniopomorskie;1;0;1;0.01;0;0.01;0;0;0;22;0;0;90;2;88;0;t32;2023-05-19
