wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;618;256;874;0.16;0.07;0.23;2;0;2;827;0;0;2399;907;1487;5;t00;2023-10-31
dolnoœl¹skie;32;20;52;0.11;0.07;0.18;0;0;0;52;0;0;108;52;56;0;t02;2023-10-31
kujawsko-pomorskie;35;20;55;0.17;0.10;0.27;0;0;0;50;0;0;113;56;57;0;t04;2023-10-31
lubelskie;31;13;44;0.15;0.06;0.21;0;0;0;50;0;0;92;47;45;0;t06;2023-10-31
lubuskie;23;8;31;0.23;0.08;0.31;0;0;0;36;0;0;66;32;34;0;t08;2023-10-31
³ódzkie;24;11;35;0.10;0.04;0.14;0;0;0;35;0;0;71;35;36;0;t10;2023-10-31
ma³opolskie;34;11;45;0.10;0.03;0.13;1;0;1;74;0;0;124;45;79;0;t12;2023-10-31
mazowieckie;104;33;137;0.19;0.06;0.25;0;0;0;127;0;0;596;144;450;2;t14;2023-10-31
opolskie;13;9;22;0.13;0.09;0.22;0;0;0;10;0;0;80;23;57;0;t16;2023-10-31
podkarpackie;30;7;37;0.14;0.03;0.17;0;0;0;42;0;0;109;40;68;1;t18;2023-10-31
podlaskie;57;24;81;0.48;0.20;0.69;0;0;0;60;0;0;150;81;68;1;t20;2023-10-31
pomorskie;64;19;83;0.27;0.08;0.35;1;0;1;43;0;0;251;88;163;0;t22;2023-10-31
œl¹skie;44;18;62;0.10;0.04;0.14;0;0;0;93;0;0;159;63;95;1;t24;2023-10-31
œwiêtokrzyskie;26;8;34;0.21;0.07;0.28;0;0;0;17;0;0;48;40;8;0;t26;2023-10-31
warmiñsko-mazurskie;19;12;31;0.13;0.08;0.22;0;0;0;40;0;0;150;34;116;0;t28;2023-10-31
wielkopolskie;50;17;67;0.14;0.05;0.19;0;0;0;44;0;0;98;67;31;0;t30;2023-10-31
zachodniopomorskie;26;25;51;0.15;0.15;0.30;0;0;0;52;0;0;112;51;61;0;t32;2023-10-31
