wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;323;106;429;0.08;0.03;0.11;8;4;4;1461;0;0;3985;452;3527;6;t00;2024-01-31
dolnoœl¹skie;14;3;17;0.05;0.01;0.06;1;1;0;51;0;0;209;17;191;1;t02;2024-01-31
kujawsko-pomorskie;19;10;29;0.09;0.05;0.14;0;0;0;103;0;0;291;32;259;0;t04;2024-01-31
lubelskie;54;12;66;0.26;0.06;0.31;0;0;0;143;0;0;257;71;186;0;t06;2024-01-31
lubuskie;13;4;17;0.13;0.04;0.17;0;0;0;26;0;0;134;17;117;0;t08;2024-01-31
³ódzkie;9;5;14;0.04;0.02;0.06;1;0;1;89;0;0;177;17;160;0;t10;2024-01-31
ma³opolskie;14;10;24;0.04;0.03;0.07;2;1;1;173;0;0;282;25;256;1;t12;2024-01-31
mazowieckie;54;9;63;0.10;0.02;0.12;3;1;2;123;0;0;606;68;538;0;t14;2024-01-31
opolskie;6;1;7;0.06;0.01;0.07;0;0;0;13;0;0;81;8;73;0;t16;2024-01-31
podkarpackie;22;12;34;0.10;0.06;0.16;0;0;0;151;0;0;249;35;214;0;t18;2024-01-31
podlaskie;16;3;19;0.14;0.03;0.16;0;0;0;69;0;0;156;19;137;0;t20;2024-01-31
pomorskie;6;2;8;0.03;0.01;0.03;0;0;0;73;0;0;194;8;186;0;t22;2024-01-31
œl¹skie;30;7;37;0.07;0.02;0.08;1;1;0;240;0;0;543;37;506;0;t24;2024-01-31
œwiêtokrzyskie;13;6;19;0.11;0.05;0.15;0;0;0;37;0;0;116;19;97;0;t26;2024-01-31
warmiñsko-mazurskie;12;6;18;0.08;0.04;0.13;0;0;0;45;0;0;113;19;91;3;t28;2024-01-31
wielkopolskie;16;8;24;0.05;0.02;0.07;0;0;0;63;0;0;215;25;190;0;t30;2024-01-31
zachodniopomorskie;20;6;26;0.12;0.04;0.15;0;0;0;62;0;0;249;26;223;0;t32;2024-01-31
